"Lien_E";"Actifs";"Non_actifs";"Portabilite";"Max_regroup1";"Max_regroup4";"Max_regroup2";"Max_regroup3";"Base";"Option";"Remb_rc_2018";"Remb_ro_2018";"Qte_acte_2018";"Remb_rc_2019";"Remb_ro_2019";"Qte_acte_2019";"Remb_rc_2020";"Remb_ro_2020";"Qte_acte_2020";"Remb_rc_2021";"Remb_ro_2021";"Qte_acte_2021";"Remb_rc_2022";"Remb_ro_2022";"Qte_acte_2022";"Dentaire_2018";"Maladie_2018";"Vie_2018";"Hospitalisation_2018";"Optique_2018";"Dentaire_2019";"Maladie_2019";"Vie_2019";"Hospitalisation_2019";"Optique_2019";"Dentaire_2020";"Maladie_2020";"Vie_2020";"Hospitalisation_2020";"Optique_2020";"Dentaire_2021";"Maladie_2021";"Vie_2021";"Hospitalisation_2021";"Optique_2021";"Dentaire_2022";"Maladie_2022";"Vie_2022";"Hospitalisation_2022";"Optique_2022"
"525";0;41138;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";41138;0;2024.61807819396;1587.04;350;1652.65313788428;1112.88;121;650.014451579727;71.85;28;744.262195346141;1251.09;15;566.21592741098;395.16;100;35;1555;0;130;30;55;550;0;0;0;0;75;0;50;15;10;65;0;0;0;0;485;0;0;15
"526";0;20957332;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";20957332;0;17447.7115040783;24704.9;8727;10849.1714753154;12545.85;5124;6508.54404794824;7158.65;5087;8379.97099407244;7929.07;4635;5130.07068793478;8122.23;4863;125;42835;0;580;95;260;25215;0;70;75;190;25115;0;85;45;115;21160;0;1820;80;70;24225;0;20;0
"527";0;170050;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";170050;0;1459.39289333753;806.62;360;4696.64116669845;1321.32;276;514.103349100338;554.38;547;731.750704243517;283.29;206;228.094246420892;280.29;401;60;1725;0;0;15;55;1310;0;0;15;0;2695;0;40;0;0;1015;0;0;15;0;2005;0;0;0
"528";378749280;2241120;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";380990400;0;129369.726726182;143938.53;80063;144931.966967442;195231.31;80333;109839.370046537;129080.53;69470;105912.195907432;104384.03;63073;53325.6450384844;73439.82;27221;9845;379405;10;9665;1390;12550;379835;5;8035;1240;10140;325970;5;10060;1175;9650;293255;5;11760;695;2920;132140;0;675;370
"529";0;158844;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";158844;0;98.7177688605475;1151.88;328;125.208008060188;2534.51;788;894.185455272441;618.08;656;1362.91413812939;3791.22;379;853.479005715005;990.06;453;10;1630;0;0;0;0;3940;0;0;0;0;3265;0;0;15;0;1830;0;65;0;0;2250;0;0;15
"53";463212;0;0;"1_ER11";"2";"2_Affaires_directes";"3_Sante";463212;0;668.869092650001;673.19;806;1789.66976873093;1707.89;1419;818.95578284622;779.99;892;1337.41128335855;708.55;1111;384.277309523144;221.08;61;10;3990;0;10;20;45;6955;0;70;25;20;4420;0;0;20;30;5465;0;35;25;20;275;0;0;10
"530";22732226;15168670;1246740;"1_ER24";"45";"2_Affaires_directes";"3_Sante";39147636;0;25769.6172030032;23121.75;11499;24366.0352071967;22701.69;11869;17026.4928240274;13616.44;8924;10599.8092245615;9237.43;6875;3784.87234276653;4143.3;2391;2455;54440;0;320;280;3770;54910;5;400;260;2565;41070;0;840;145;575;33580;0;125;95;85;11785;0;55;30
"531";93396099;0;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";93396099;0;39936.8863882399;41471.4;22287;39310.147921217;51820.12;25017;38089.3163233198;37074.23;22701;32896.3920714538;31696.02;21870;16749.3839054744;15998.81;8228;4245;103280;0;3515;395;4935;117815;0;1935;400;4025;101190;0;7970;320;2585;98785;5;7780;195;1405;39360;0;230;145
"532";48498120;0;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";48498120;0;19980.3368883296;27875.1;14994;24312.4863953418;25569.05;18293;16468.3666972261;17221.95;12820;40007.3038809082;42791.44;21098;13214.1385363371;14007.39;6055;440;70865;0;3515;150;1260;86810;0;3235;160;565;63155;0;260;120;2390;96570;0;6315;215;1025;28790;0;365;95
"533";0;162712;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";162712;0;1631.79503873577;2647.09;674;1153.9771004986;958.57;511;1381.66798298454;1314.85;316;549.344202183904;377.73;295;116.724863729501;371.43;53;10;3310;0;35;15;10;2525;0;5;15;25;1545;0;10;0;0;1460;0;0;15;15;250;0;0;0
"534";0;4948956;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";4948956;0;3595.55189503105;6890.28;2160;3971.2297713141;6707.33;2462;4208.91374907632;4838.01;2412;4268.06553198129;5083.98;3348;4910.96380049739;6189.48;2406;85;10645;0;45;25;5;12245;0;45;15;30;11975;0;30;25;95;16635;0;0;10;80;11880;0;50;20
"535";291843;0;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";291843;0;1249.87895530276;1106.78;542;698.498769459297;862.25;1233;1325.12743761154;802.5;1427;384.313240130967;738.37;226;95.0197762118228;148.03;175;55;2640;0;0;15;35;4225;0;1905;0;15;7090;0;0;30;25;1105;0;0;0;0;875;0;0;0
"536";6428849;0;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";6428849;0;5972.01604994252;5842.81;3038;8017.30806943916;5094.1;2701;5832.86159815946;6191.91;4050;10767.3932167849;6353.53;5459;6336.03883756281;7282.16;3495;95;14920;0;105;70;160;13225;0;15;105;190;19850;0;170;40;320;25970;0;905;100;50;17185;0;200;40
"537";32446404;0;424136;"1_ER24";"45";"2_Affaires_directes";"3_Sante";32870540;0;21310.1984873283;26856.6;21713;28793.6744835127;36440.08;12735;12677.949385216;13754.06;6248;20034.0511525147;14033.47;7374;17990.9937047698;16011.04;4947;270;106535;0;1485;275;405;62790;0;305;175;190;28115;5;2730;200;1405;32795;0;2470;200;1100;23385;0;190;60
"538";15340752;0;3246720;"1_ER24";"45";"2_Affaires_directes";"3_Sante";18587472;0;17503.5618713594;14483.7;13670;16445.0949899702;14489.06;7676;19985.2204788731;17847.77;7153;15115.1874084692;13267.26;7172;5847.7051470417;4970.51;4913;4405;58240;0;5540;165;2600;32890;0;2715;175;1445;33820;5;300;195;350;33940;0;1445;125;185;24315;0;20;45
"539";57371943;0;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";57371943;0;26061.439875727;25274.67;15118;38222.8836584007;35474;22765;28640.6851550337;50569.78;21659;33169.8038536089;31963.86;16761;10654.0216169093;11018.09;5540;2965;69595;0;2800;230;3485;108910;0;1015;415;1535;103375;0;3250;135;1490;79055;0;2905;355;230;27305;0;95;70
"54";12030900480;1308570624;873654336;"1_ERCAC";"10";"2_Affaires_directes";"3_Sante";13919614272;293511168;253267.178866959;288382.32;119273;276950.241194381;268786.44;164372;286921.456448196;274563.16;162540;446099.633042539;402877.74;208259;303804.164775743;301135.31;109908;15880;564060;25;14055;2345;15615;785600;55;18110;2480;16740;753085;20;40235;2620;22655;943805;95;71325;3415;13365;528400;5;5465;2305
"540";0;458068;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";458068;0;2686.06129644575;3797.95;1306;535.957535995042;1020.07;1673;401.963594030293;701.82;945;1305.36093457376;1025.94;688;2082.38338792694;1133.32;367;0;6365;0;150;15;0;8365;0;0;0;0;4725;0;0;0;0;3345;0;65;30;0;1835;0;0;0
"541";0;4899521;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";4899521;0;5354.9448172125;5077.51;2892;7028.22712172501;4946.85;2102;16578.4168917545;20068.63;4042;13608.7860927448;8648.71;4303;10225.2014788899;5661.66;2020;45;11345;0;3030;40;85;10005;0;360;60;45;17270;0;2885;10;95;19445;0;1930;45;45;9405;0;620;30
"542";73488;0;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";73488;0;763.354757585639;1223.22;984;809.549212973492;1843.36;547;0;0;0;0;0;0;0;0;0;6;1958;0;4;0;2;1082;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"543";0;2298788;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";2298788;0;3233.02717416922;4021.31;1525;3365.24434416082;3506.75;2089;2194.71042367927;2820.71;2304;4193.16024782852;2421.5;1895;3690.59125359444;2584.82;961;10;7510;0;95;10;30;6690;0;3710;15;50;11450;0;20;0;100;9315;0;15;45;30;4765;0;10;0
"544";0;4004;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";4004;0;0;0;0;0;0;0;0;0;0;53.5208561099321;186.66;79;56.5711157933825;496.09;207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;0;0;0;0;414;0;0;0
"545";0;5939570;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";5939570;0;8541.43377338181;7977.25;4079;7658.43163182104;6797.22;4479;7378.3875472439;6181.55;4686;9994.26934886218;7298.63;4238;12300.1364391661;4333.15;1992;55;20200;0;50;90;110;22220;0;35;30;80;23240;0;25;85;325;20735;0;85;45;145;9095;0;695;25
"546";0;313735;3691;"1_ER24";"45";"2_Affaires_directes";"3_Sante";317426;0;1369.62532673132;2273.6;1150;1308.48046563752;1790.89;1597;548.557064468903;254.44;133;838.185059420148;864.7;561;1029.49581583426;837.32;250;0;5715;0;35;0;60;7845;0;80;0;5;645;0;0;15;30;2755;0;5;15;0;1170;0;80;0
"547";0;326808;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";326808;0;1020.74423404014;825.11;333;1160.67431386039;1182.37;739;1856.47935922471;3022.73;1081;777.74276113222;957.39;511;592.685546334978;743.55;362;15;1635;0;0;15;0;3675;0;5;15;15;5350;0;40;0;0;2545;0;10;0;25;1785;0;0;0
"548";0;63140;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";63140;0;865.672956874329;1925.73;448;679.103980085283;1402.66;418;1157.01806962001;707.16;161;344.32085153859;346.2;84;448.296852967233;220.99;37;10;595;0;1635;0;0;2090;0;0;0;35;770;0;0;0;0;405;0;15;0;10;175;0;0;0
"549";208101;0;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";208101;0;855.534392725243;915.6;974;338.349480249265;277.64;722;798.011393562557;353.48;464;698.822248883351;208.8;569;1232.37621129871;328.99;202;15;4845;0;0;10;15;3595;0;0;0;10;2295;0;0;15;0;2830;0;0;15;20;990;0;0;0
"55";0;471643;0;"1_ER11";"3";"2_Affaires_directes";"3_Sante";471643;0;1010.69067379301;1423.61;1232;998.209138210846;1349.77;1096;742.988408222678;1276.02;780;1297.06445603801;1291.48;893;1437.81738850093;772.02;326;5;6155;0;0;0;0;5470;0;0;10;35;3865;0;0;0;5;4460;0;0;0;0;1630;0;0;0
"550";0;6026;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";6026;0;0;0;0;0;0;0;18.4174304218243;33.21;19;103.44261114954;202.42;198;57.6299005503424;133.09;45;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;594;0;0;0;0;135;0;0;0
"551";10242007;697598;158545;"1_ER24";"45";"2_Affaires_directes";"3_Sante";11098150;0;9148.29481014521;10088.74;6882;9289.55728839136;8835.91;6613;9509.43497328768;8799.92;6502;20256.3076767304;15975.44;8111;5566.52392536486;7002.37;3601;160;34040;0;55;155;115;32725;0;95;130;135;30510;0;1770;95;180;38855;0;1390;130;55;17820;0;105;25
"552";4924059;0;840693;"1_ER24";"45";"2_Affaires_directes";"3_Sante";5764752;0;5235.25177629208;7431.82;3382;3840.92683783;4662.13;4237;4154.09829361502;4347.46;2653;4057.87815628309;4576.47;4169;5712.22994395348;3851.93;2716;270;16440;0;95;105;25;21075;0;45;40;130;10590;0;2495;50;75;16510;0;4235;25;100;13305;0;80;95
"553";606177;0;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";606177;0;842.696057448593;672.18;536;3374.20297692747;8300.38;1454;3707.20588732308;5882.05;1740;1876.38056277854;771.83;122;66.7034396884758;1019.46;387;25;2640;0;0;15;65;7110;0;80;15;140;8425;0;120;15;70;525;0;0;15;0;1935;0;0;0
"554";0;0;1530;"1_ER24";"45";"2_Affaires_directes";"3_Sante";1530;0;0;0;0;0;0;0;0;0;0;640.590653539594;458.39;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;90;0;0;0;0;0;0;0;0
"555";8140160;0;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";8140160;0;8514.36099370891;8550.52;8619;18138.1354709239;17697.15;8005;11993.3421266863;10596.19;4608;8963.22070629522;4783.36;2554;3132.51319507126;1898.48;1974;1385;41570;0;45;95;2090;37425;5;295;210;1430;21045;0;495;70;1360;11255;0;0;155;100;9735;0;5;30
"556";0;356172;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";356172;0;2637.74540319537;896.32;160;351.696235066183;1064.05;295;709.996435800138;1461.94;1301;3301.95837371395;2158.66;798;613.245668941061;792.08;104;0;480;0;305;15;25;1450;0;0;0;5;6490;0;0;10;35;3685;0;270;0;0;505;0;0;15
"557";19927028;0;218020;"1_ER24";"45";"2_Affaires_directes";"3_Sante";20145048;0;17905.1316781764;15121.49;9666;25168.8308749892;24337.81;7263;16230.5422525991;14583.59;10351;21661.8280218951;17666.67;11647;21498.1812778476;10617.47;4677;635;47060;0;425;210;1030;34710;5;395;175;845;45350;0;5345;215;750;53380;0;3850;255;390;22675;0;100;220
"558";0;1136400;90912;"1_ER24";"45";"2_Affaires_directes";"3_Sante";1227312;0;3295.41633221906;4959.4;2785;2981.11919149664;3138.48;2120;2269.09485664098;2087.19;1233;928.924455673258;1161.91;621;1721.51014611288;1553.07;817;55;13770;0;70;30;20;10340;0;240;0;40;6095;0;30;0;5;3090;0;0;10;10;4055;0;10;10
"559";259714;0;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";259714;0;1516.9557373868;2207.29;1371;948.639014146445;1105.32;764;374.354923703587;549.31;621;614.270668462303;122.64;54;186.900132504753;333.88;44;0;6825;0;0;30;0;3820;0;0;0;0;3105;0;0;0;0;255;0;5;10;0;220;0;0;0
"56";0;254696;0;"1_ER11";"2";"2_Affaires_directes";"3_Sante";254696;0;606.255558891037;1160.52;944;3425.11564902117;5680.22;1205;2290.83052509055;1798.07;706;355.003208413454;620.23;293;80.0367407557736;403.93;76;60;4660;0;0;0;30;5540;0;440;15;10;3275;0;245;0;0;1465;0;0;0;0;380;0;0;0
"560";2481115;0;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";2481115;0;8217.12405190531;8602.31;2341;6333.06898810143;5584.15;1800;3594.4434647526;3720.84;2099;6047.79965046756;5269.29;2759;3081.7530839905;2858.67;1128;100;11265;0;285;55;105;8720;0;140;35;50;9020;0;1400;25;165;13555;0;60;15;30;5575;0;5;30
"561";703500;0;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";703500;0;1597.43749851478;1479.71;1752;2647.55224855761;1757.11;1944;1055.22152119133;616.75;910;536.001018175334;401.93;822;210.919772746949;128.23;200;20;8720;0;5;15;20;9605;0;65;30;10;4540;0;0;0;0;4100;0;0;10;0;1000;0;0;0
"562";112128;0;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";112128;0;580.506131388963;418.39;399;339.239342677394;380.72;430;497.844377556756;323.07;400;2859.60462025434;1175.03;248;489.860310403242;172.74;275;5;1990;0;0;0;0;2120;0;30;0;0;1990;0;0;10;85;1155;0;0;0;10;1355;0;0;10
"563";15877935;0;1496541;"1_ER24";"45";"2_Affaires_directes";"3_Sante";17374476;0;23152.5637813107;24125.2;9841;15286.314650194;16962.39;7667;19503.682076105;22079.91;7698;15802.6678065842;13872.12;7262;8826.95309281768;5919.48;4033;1540;46200;0;1310;155;1635;36215;0;300;185;650;37200;0;415;225;235;31870;0;4085;120;75;19905;0;60;125
"564";9102100;0;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";9102100;0;17024.1907623238;26041.94;9440;8948.27529452675;10100.86;4449;12447.1197999503;11803.59;4826;8078.12628767652;9643.34;5579;6287.82719676915;4537.5;1712;1385;45275;0;400;140;835;21255;0;60;95;305;23520;0;140;165;245;27575;0;35;40;90;8420;0;15;35
"565";0;553754;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";553754;0;2144.03776251887;1982.32;742;2919.71893140378;2496.47;1639;1483.79373399542;799.59;511;1286.43656728289;1397.12;848;747.662087272323;817.64;302;5;3685;0;5;15;60;7870;0;265;0;0;2525;0;0;30;25;1985;0;2230;0;35;1475;0;0;0
"566";0;2720132;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";2720132;0;4996.98459621995;3886.38;2182;4264.1161518541;5072.77;2895;2631.60649635672;2141.51;1106;2698.0200790766;3505.83;2005;3328.01903158898;8376.44;5278;70;10760;0;5;75;60;14285;0;85;45;45;5460;0;0;25;100;9895;0;15;15;25;26325;0;10;30
"567";0;703440;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";703440;0;2088.28849968077;1398.09;1532;1257.3236264783;1719.49;1506;2629.36959885995;2631.32;1074;3720.52921633088;1744.6;1229;520.823608818989;501.76;521;15;7615;0;0;30;5;7480;0;45;0;25;5285;0;45;15;20;6110;0;0;15;5;2600;0;0;0
"568";705914;0;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";705914;0;922.859651689959;1339.02;1320;1489.48767171779;2276.48;2000;781.922527127759;775.46;489;1458.42737008923;1753.31;1584;412.630580398478;839.91;441;25;6560;0;0;15;15;9955;0;15;15;5;2430;0;0;10;10;7890;0;10;10;20;2185;0;0;0
"569";44572;0;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";44572;0;106.273538844308;182.3;40;143.655496714166;236.45;595;75.3027667920427;120.4;128;161.235039338076;188.82;232;903.389626700069;232.49;18;15;185;0;0;0;0;2975;0;0;0;0;640;0;0;0;15;1145;0;0;0;30;50;0;0;10
"57";0;22613192;0;"1_ER11";"2";"2_Affaires_directes";"3_Sante";22613192;0;29933.8403424242;25673.64;11355;22570.6072841939;24820.06;11057;32532.791637332;31247.54;11654;26751.191654388;28696.17;11461;18029.4669880896;18027.54;7806;575;55385;0;585;230;450;54570;0;175;90;320;52295;0;5445;210;420;52695;0;4040;150;260;38320;0;375;75
"570";0;54162;0;"1_ER24";"51";"2_Affaires_directes";"3_Sante";54162;0;153.885201173907;116.3;126;174.156037507583;148.78;258;362.73338998944;339.59;365;948.288253864807;268.9;279;140.325914649178;52.59;34;10;620;0;0;0;0;1290;0;0;0;0;1810;0;15;0;0;1370;0;0;25;0;170;0;0;0
"571";0;1052676;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";1052676;0;1644.16377705887;2483.58;306;1908.61505021772;3615.25;979;2330.62556175916;2588.97;2068;5677.82737695065;4631.38;2276;1022.25668284482;1050.6;527;20;1470;0;25;15;0;4865;0;30;0;25;10285;0;5;25;110;11255;0;15;0;0;2625;0;0;10
"572";224192;0;101248;"1_ER24";"45";"2_Affaires_directes";"3_Sante";325440;0;1290.92913306189;1319.18;1686;1745.46457883795;2665.82;1333;134.438836921001;257.17;181;589.17274672766;401.02;343;116.884912588112;172.75;73;0;8415;0;0;15;25;6625;0;15;0;0;905;0;0;0;0;1700;0;0;15;0;365;0;0;0
"573";0;3993;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";3993;0;0;0;0;40.8550964265572;48.62;12;11.700131356706;27.23;2;1001.7474490338;321.51;349;0;0;0;0;0;0;0;0;0;30;0;6;0;0;6;0;0;0;18;1020;0;0;9;0;0;0;0;0
"574";0;530638500;0;"1_ER24";"52";"2_Affaires_directes";"3_Sante";530638500;0;262267.588305823;396646.29;128164;246053.949621994;377255.34;127198;189650.801544924;266204.18;90618;218720.419163962;302655.51;92907;116092.769229596;194644.68;70363;2230;614395;0;23355;840;1855;612625;0;20975;535;1580;434535;0;16625;350;1445;441135;0;21245;710;1015;346615;0;3960;225
"575";107777647;24879806;9826478;"1_ER24";"45";"2_Affaires_directes";"3_Sante";142483931;0;40651.8816986917;39307.49;22304;36107.5032363825;34011.46;23483;28552.6282521225;26195.81;20482;47337.0058193074;45058.3;24136;25291.5115872191;25876.71;14132;2655;103095;5;5315;450;945;110685;5;5445;335;675;100115;15;1285;320;1775;113580;5;4900;420;1165;66600;5;2750;140
"576";170910;47475;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";218385;0;747.963668685481;957.32;1433;1141.9614258663;1912.23;1262;473.968594106172;328.31;174;490.321615957232;81.82;277;63.6871342762062;63.57;19;0;7150;0;0;15;0;6275;0;20;15;20;835;0;0;15;0;1370;0;0;15;0;95;0;0;0
"577";246470;0;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";246470;0;951.76594585289;949;468;1794.18415562525;1080.43;268;621.704457853574;806.46;541;595.005282634712;624.07;510;2077.68041377393;804.35;728;60;2265;0;0;15;40;1270;0;0;30;0;2705;0;0;0;10;2540;0;0;0;5;3585;0;5;45
"578";321000;0;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";321000;0;835.097878696172;546.32;519;743.926487643776;603.68;684;674.371156357375;502.61;159;655.727173117974;896.24;1106;791.995621107355;665.79;532;5;2580;0;0;10;20;3380;0;5;15;15;765;0;15;0;15;5515;0;0;0;20;2630;0;0;10
"579";0;3413200;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";3413200;0;10179.624086999;8666.68;4079;5199.33507976127;5173.25;2434;7817.8685232215;4680.8;4109;3231.4089092918;2856.81;1103;4665.01795061613;3712.19;1155;120;19380;0;820;75;100;11745;0;325;0;35;19730;0;765;15;150;5250;0;100;15;75;5415;0;285;0
"58";0;29564;0;"1_ER11";"3";"2_Affaires_directes";"3_Sante";29564;0;241.158069084711;234.52;124;531.32936806459;185.13;533;73.4992827557943;38.05;36;152.303114576497;104.24;79;15.0569041600232;6.3;6;0;610;0;10;0;0;2620;0;45;0;0;180;0;0;0;0;395;0;0;0;0;30;0;0;0
"580";0;2002540;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";2002540;0;2834.02231944233;3046.54;2209;5991.22534864352;6121.72;2486;4272.0585617979;4895.24;2090;4131.44943927909;5179.78;1276;5295.22879856987;3361.77;919;45;10905;0;80;15;80;11890;0;430;30;75;8465;0;1870;40;140;6110;0;130;0;50;4460;0;55;30
"581";176400;6300;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";182700;0;2126.73990259889;1567.77;526;1041.28189283269;1115.94;444;953.18033133487;540.48;212;648.656296383306;936.39;348;1025.40841421437;353.74;45;35;2520;0;20;55;70;2125;0;0;25;5;1025;0;0;30;20;1670;0;40;10;15;185;0;0;25
"582";0;592682;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";592682;0;588.086952402067;720.93;536;1826.56616106508;1589.06;602;1459.34617562962;1718.45;1637;1003.30353847037;1333.99;1348;445.329793357613;561.52;300;10;2670;0;0;0;70;2895;0;30;15;25;8115;0;45;0;20;6720;0;0;0;0;1500;0;0;0
"583";0;455595;0;"1_ER24";"51";"2_Affaires_directes";"3_Sante";455595;0;1376.3608516551;1559.93;1143;3396.76589781437;1740.27;921;468.99578961692;629.86;796;1315.98722859398;1092.88;793;941.222714585394;918.36;686;20;5635;0;45;15;55;4525;0;10;15;10;3970;0;0;0;30;3910;0;0;25;10;3385;0;35;0
"584";4318356;0;370552;"1_ER24";"45";"2_Affaires_directes";"3_Sante";4688908;0;6295.11345743585;4621.53;2672;7629.84669030834;5340.68;3704;8685.35741295099;9239.9;2996;4698.35473110977;4222.14;2184;4979.5508921372;4246.17;2696;1825;11410;5;60;60;1435;16945;0;10;130;170;13840;5;820;145;120;10580;5;145;70;550;12760;0;120;50
"585";0;907344;0;"1_ER24";"45";"2_Affaires_directes";"3_Sante";907344;0;2759.1497130769;2560.01;930;2257.51570576009;6731.87;1330;3247.72983108432;3760.37;1427;1588.91911522736;2171.94;1663;1333.71176170031;2018.36;951;45;4495;0;70;40;20;6625;0;5;0;0;7060;0;60;15;10;8235;0;55;15;15;4740;0;0;0
"586";0;4419072;0;"1_ERCAC";"53";"2_Affaires_directes";"3_Sante";4419072;0;6162.0294571586;7314.71;2922;6301.37867477261;6355.47;3545;3623.01456134557;4600.95;2876;9402.27521933428;4440.42;2610;995.996358582077;1400.92;1199;160;14395;0;15;40;100;17165;0;355;105;45;14170;0;150;15;85;12315;5;595;50;20;5945;0;30;0
"587";92777058;110799414;0;"1_ERCAC";"53";"2_Affaires_directes";"3_Sante";203576472;0;45202.4969810412;68393.57;32780;39915.5691019639;62015.39;27229;35718.0511333082;35223.35;22671;43266.7136908026;46602.91;30079;22699.8773540958;27561.97;14159;700;158745;10;4130;315;670;123310;0;11915;250;720;108440;0;4010;185;720;139345;0;10045;285;380;69685;0;625;105
"588";3359516856;242878978;265127434;"1_ERCAC";"54";"2_Affaires_directes";"3_Sante";3867523268;0;243008.229027154;258136.85;216937;303737.498120098;276578.93;186213;294774.131230617;260872.6;178384;376120.425346253;324773.85;218561;282925.9758418;267065.26;126924;22955;1046910;0;12060;2760;25750;860130;0;41490;3695;20745;840175;0;27740;3260;28040;1016225;0;44535;4005;18345;607415;0;6460;2400
"589";0;5017380;0;"1_ERCAC";"53";"2_Affaires_directes";"3_Sante";5017380;0;9409.05410727539;9836.13;4175;14518.9317221925;26349.42;4957;9973.19046020298;8410.65;4301;5450.43050879114;4955.07;3531;8259.01356231397;5513.12;2712;155;19765;0;895;60;45;23605;5;1120;10;100;21170;10;195;30;55;17495;0;5;100;40;13415;0;90;15
"59";4599465;416780;14885;"1_ER11";"3";"2_Affaires_directes";"3_Sante";5031130;0;4030.87059779472;4294.88;2686;7370.69847550656;5710.59;2313;4760.89224820474;5091.5;3881;7294.7647859548;12781.05;3694;8555.9165064866;8908.02;2311;105;13170;0;95;60;30;11335;0;125;75;80;16280;0;2970;75;115;17240;0;1055;60;170;11325;0;30;30
"590";0;1481490;0;"1_ERCAC";"53";"2_Affaires_directes";"3_Sante";1481490;0;5563.99207130097;3167.07;2117;5206.60467439388;2306.36;1798;6069.52914851761;5527.24;1781;3743.44792590075;2045.77;1539;1109.08934436619;1070.23;1135;65;10110;0;350;60;75;8535;0;290;90;185;8555;0;135;30;15;6880;0;740;60;10;5650;0;0;15
"591";67844280;0;0;"1_ERCAC";"53";"2_Affaires_directes";"3_Sante";67844280;0;48908.9356018227;75444.21;20068;66180.5939998236;135041.93;29468;49816.247584055;71292.88;24738;49745.1939197047;81437.31;22551;39119.929954353;67806.02;17199;190;88405;0;11555;190;250;116965;0;30000;125;130;107445;5;16030;80;125;99105;5;13390;130;80;82745;0;3155;15
"592";0;7912905;0;"1_ERCAC";"53";"2_Affaires_directes";"3_Sante";7912905;0;9710.72389624763;12496.1;7006;8128.2120662628;10046.35;7339;20743.0894431325;42909.44;7172;12085.4342605042;26431.81;5186;8832.39475401042;19470.19;2282;70;34435;0;525;0;35;36145;0;470;45;5;33400;0;2425;30;15;25530;0;385;0;0;10830;0;580;0
"593";45825120;175524096;0;"1_ERCAC";"53";"2_Affaires_directes";"3_Sante";221349216;0;31475.7832073726;51379.01;32275;49739.1147181332;60289.16;34939;41041.5408214387;46134.6;27265;33548.8966935334;34497.91;25800;25997.4747910982;30362.05;18585;460;152280;5;8390;240;490;162380;10;11580;235;360;128490;5;7210;260;820;121690;0;6300;190;460;90390;0;1995;80
"594";0;1010940;0;"1_ERCAC";"53";"2_Affaires_directes";"3_Sante";1010940;0;4260.14853228874;3104.81;1825;3003.27086234857;4877.81;1747;3250.33435143316;2275.03;1859;1467.33635259054;1632.24;1402;1033.2754311876;1003.01;388;60;9010;0;10;45;45;8620;0;55;15;15;9140;0;140;0;10;6965;0;5;30;10;1915;0;0;15
