"Lien_E";"Code_ape";"Departement";"Regroup1";"Regroup4";"Produit_max";"Nb_pers_2018";"Nb_fam_2018";"Base_2018";"Option_2018";"Actifs_2018";"Non_actifs_2018";"Portabilite_2018";"Asspri_2018";"Conjoint_2018";"Enfants_2018";"Femmes_2018";"Hommes_2018";"Respo_2018";"Non_respo_2018";"Index_2018";"Tps_adh_E_par_L_2018";"Tps_adh_P_par_L_2018";"Nb_pers_2019";"Nb_fam_2019";"Base_2019";"Option_2019";"Actifs_2019";"Non_actifs_2019";"Portabilite_2019";"Asspri_2019";"Conjoint_2019";"Enfants_2019";"Femmes_2019";"Hommes_2019";"Respo_2019";"Non_respo_2019";"Index_2019";"Tps_adh_E_par_L_2019";"Tps_adh_P_par_L_2019";"Nb_pers_2020";"Nb_fam_2020";"Base_2020";"Option_2020";"Actifs_2020";"Non_actifs_2020";"Portabilite_2020";"Asspri_2020";"Conjoint_2020";"Enfants_2020";"Femmes_2020";"Hommes_2020";"Respo_2020";"Non_respo_2020";"Index_2020";"Tps_adh_E_par_L_2020";"Tps_adh_P_par_L_2020";"Nego_2020";"Nb_pers_2021";"Nb_fam_2021";"Base_2021";"Option_2021";"Actifs_2021";"Non_actifs_2021";"Portabilite_2021";"Asspri_2021";"Conjoint_2021";"Enfants_2021";"Femmes_2021";"Hommes_2021";"Respo_2021";"Non_respo_2021";"Index_2021";"Tps_adh_E_par_L_2021";"Tps_adh_P_par_L_2021";"Nego_2021";"Nb_pers_2022";"Nb_fam_2022";"Base_2022";"Option_2022";"Actifs_2022";"Non_actifs_2022";"Portabilite_2022";"Asspri_2022";"Conjoint_2022";"Enfants_2022";"Femmes_2022";"Hommes_2022";"Respo_2022";"Non_respo_2022";"Index_2022";"Index_2023";"Tps_adh_E_par_L_2022";"Tps_adh_P_par_L_2022";"Nego_2022";"VIP"
"748";NA;NA;"ER80";"62";"1596";2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;18;5;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;19;6;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;20;7;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;21;8;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;NA;22;9;FALSE;FALSE
"749";NA;NA;"ER80";"62";"1597";2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;31.8;5;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;32.8;6;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;33.8;7;FALSE;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;34.8;8;FALSE;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;NA;35.8;9;FALSE;FALSE
"75";"7911Z";"66";"ER66";"18";"290";86;45;86;0;36;2;5;43;13;30;54;32;86;0;NA;2.7;1.8;82;43;82;0;34;2;5;41;12;29;50;32;82;0;NA;3.8;2.9;81;43;81;0;36;2;4;42;10;29;51;30;81;0;NA;4.7;3;FALSE;80;42;80;0;37;2;2;41;10;29;52;28;80;0;NA;5.5;3.6;FALSE;78;43;78;0;38;2;2;42;9;27;53;25;78;0;NA;NA;6.6;4.3;FALSE;FALSE
"750";NA;NA;"ER80";"62";"1598";8;5;8;0;4;1;0;5;3;0;5;3;8;0;NA;29;5;6;4;6;0;3;1;0;4;2;0;4;2;6;0;NA;30;6;3;2;3;0;1;1;0;2;1;0;2;1;3;0;NA;31;7;FALSE;3;2;3;0;1;1;0;2;1;0;2;1;3;0;NA;32;8;FALSE;2;2;2;0;1;1;0;2;0;0;1;1;2;0;NA;NA;33;9;FALSE;FALSE
"751";NA;NA;"ER80";"62";"1599";2;1;2;0;1;0;0;1;0;1;1;1;2;0;NA;30.9;5;2;1;2;0;1;0;0;1;0;1;1;1;2;0;NA;31.9;6;2;1;2;0;1;0;0;1;0;1;1;1;2;0;NA;32.9;7;FALSE;2;1;2;0;1;0;0;1;0;1;1;1;2;0;NA;33.9;8;FALSE;2;1;2;0;1;0;0;1;0;1;1;1;2;0;NA;NA;34.9;9;FALSE;FALSE
"752";NA;NA;"ER80";"62";"1600";18;6;18;0;6;0;0;6;5;7;8;10;18;0;NA;30.7;5;18;6;18;0;6;0;0;6;5;7;8;10;18;0;NA;31.7;6;16;5;16;0;5;0;0;5;4;7;7;9;16;0;NA;32.7;7;FALSE;15;5;15;0;5;0;0;5;4;6;7;8;15;0;NA;33.7;8;FALSE;7;3;7;0;3;0;0;3;2;2;3;4;7;0;NA;NA;34.7;9;FALSE;FALSE
"753";NA;NA;"ER80";"62";"1601";2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;25.8;5;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;26.8;6;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;27.8;7;FALSE;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;28.8;8;FALSE;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;NA;29.8;9;FALSE;FALSE
"754";NA;NA;"ER80";"62";"1602";5;3;5;0;3;0;0;3;2;0;2;3;5;0;NA;30.3;4.8;3;2;3;0;2;0;0;2;1;0;1;2;3;0;NA;31.3;5.7;3;2;3;0;2;0;0;2;1;0;1;2;3;0;NA;32.3;6.7;FALSE;3;2;3;0;2;0;0;2;1;0;1;2;3;0;NA;33.3;7.7;FALSE;3;2;3;0;2;0;0;2;1;0;1;2;3;0;NA;NA;34.3;8.7;FALSE;FALSE
"755";"2313Z";NA;"ER80";"63";"1603";5;4;5;0;0;4;0;4;1;0;4;1;5;0;NA;30;4.5;7;5;7;0;0;5;0;5;2;0;5;2;7;0;NA;13.6;4.5;5;4;5;0;0;4;0;4;1;0;4;1;5;0;NA;32;6.5;FALSE;511;191;511;0;168;7;16;191;126;194;257;254;511;0;NA;1;0.9;FALSE;493;189;493;0;175;6;8;189;121;183;252;241;493;0;NA;NA;2;1.9;FALSE;TRUE
"756";NA;NA;"ER80";"62";"1605";1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;17;5;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;18;6;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;19;7;FALSE;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;20;8;FALSE;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;NA;21;9;FALSE;FALSE
"757";NA;NA;"ER80";"62";"1606";10;8;10;0;3;5;0;8;2;0;7;3;10;0;NA;29.9;5;9;7;9;0;2;5;0;7;2;0;6;3;9;0;NA;30.9;6;7;5;7;0;2;3;0;5;2;0;4;3;7;0;NA;31.9;7;FALSE;6;4;6;0;1;3;0;4;2;0;4;2;6;0;NA;32.9;8;FALSE;6;4;6;0;1;3;0;4;2;0;4;2;6;0;NA;NA;33.9;9;FALSE;FALSE
"758";NA;NA;"ER80";"62";"1607";21;8;21;0;8;0;0;8;6;7;10;11;21;0;NA;29.4;5;17;7;17;0;7;0;0;7;5;5;9;8;17;0;NA;30.4;6;17;7;17;0;7;0;0;7;5;5;9;8;17;0;NA;31.4;7;FALSE;15;6;15;0;6;0;0;6;4;5;8;7;15;0;NA;32.4;8;FALSE;13;4;13;0;4;0;0;4;4;5;7;6;13;0;NA;NA;33.4;9;FALSE;FALSE
"759";"2361Z";NA;"ER80";"62";"1608";3;2;3;0;0;2;0;2;1;0;2;1;0;3;NA;29.4;5;1;1;1;0;0;1;0;1;0;0;1;0;0;1;NA;30.4;6;1;1;1;0;0;1;0;1;0;0;1;0;0;1;NA;31.4;7;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;0;1;NA;32.4;8;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;0;1;NA;NA;33.4;9;FALSE;FALSE
"76";"8710A";"66";"ER66";"17";"291";5;3;5;0;3;0;0;3;2;0;3;2;5;0;NA;119.1;17.9;5;3;5;0;3;0;0;3;2;0;3;2;5;0;NA;120.1;18.9;5;3;5;0;3;0;0;3;2;0;3;2;5;0;NA;121.1;19.9;FALSE;5;3;5;0;3;0;0;3;2;0;3;2;5;0;NA;122.1;20.9;FALSE;5;3;5;0;3;0;0;3;2;0;3;2;5;0;NA;NA;123.1;21.9;FALSE;FALSE
"760";NA;NA;"ER80";"62";"1611";3;2;3;0;0;2;0;2;1;0;2;1;3;0;NA;16.3;5;3;2;3;0;0;2;0;2;1;0;2;1;3;0;NA;17.3;6;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;18.3;7;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;19.3;8;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;NA;20.3;9;FALSE;FALSE
"761";NA;NA;"ER80";"62";"1612";2;2;2;0;0;2;0;2;0;0;1;1;0;2;NA;29;5;2;2;2;0;0;2;0;2;0;0;1;1;0;2;NA;30;6;2;2;2;0;0;2;0;2;0;0;1;1;0;2;NA;31;7;FALSE;2;2;2;0;0;2;0;2;0;0;1;1;0;2;NA;32;8;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;0;1;NA;NA;33;9;FALSE;FALSE
"762";NA;NA;"ER80";"62";"1613";3;3;3;0;1;2;0;3;0;0;2;1;3;0;NA;27.5;5;3;3;3;0;1;2;0;3;0;0;2;1;3;0;NA;28.5;6;3;3;3;0;1;2;0;3;0;0;2;1;3;0;NA;29.5;7;FALSE;3;3;3;0;1;2;0;3;0;0;2;1;3;0;NA;30.5;8;FALSE;3;3;3;0;1;2;0;3;0;0;2;1;3;0;NA;NA;31.5;9;FALSE;FALSE
"763";NA;NA;"ER80";"62";"1614";31;22;31;0;5;17;0;22;9;0;16;15;31;0;NA;27.3;5;23;18;23;0;3;15;0;18;5;0;12;11;23;0;NA;28.3;6;21;16;21;0;2;14;0;16;5;0;12;9;21;0;NA;29.3;7;FALSE;18;14;18;0;1;13;0;14;4;0;10;8;18;0;NA;30.3;8;FALSE;15;12;15;0;1;11;0;12;3;0;8;7;15;0;NA;NA;31.3;9;FALSE;FALSE
"764";NA;NA;"ER80";"62";"1615";5;4;5;0;0;4;0;4;1;0;3;2;0;5;NA;27;5;5;4;5;0;0;4;0;4;1;0;3;2;0;5;NA;28;6;5;4;5;0;0;4;0;4;1;0;3;2;0;5;NA;29;7;FALSE;3;3;3;0;0;3;0;3;0;0;2;1;0;3;NA;30;8;FALSE;3;3;3;0;0;3;0;3;0;0;2;1;0;3;NA;NA;31;9;FALSE;FALSE
"765";NA;NA;"ER80";"62";"1617";35;29;35;0;0;29;0;29;6;0;21;14;35;0;NA;20;4.9;29;24;29;0;0;24;0;24;5;0;16;13;29;0;NA;21;5.9;24;20;24;0;0;20;0;20;4;0;13;11;24;0;NA;22;6.8;FALSE;22;19;22;0;0;19;0;19;3;0;12;10;22;0;NA;23;7.8;FALSE;16;14;16;0;0;14;0;14;2;0;10;6;16;0;NA;NA;24;8.8;FALSE;FALSE
"766";NA;NA;"ER80";"62";"1618";3;2;3;0;0;2;0;2;1;0;1;2;3;0;NA;24.9;5;3;2;3;0;0;2;0;2;1;0;1;2;3;0;NA;25.9;6;3;2;3;0;0;2;0;2;1;0;1;2;3;0;NA;26.9;7;FALSE;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;27.9;8;FALSE;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;NA;28.9;9;FALSE;FALSE
"767";NA;NA;"ER80";"62";"1619";7;5;7;0;5;0;0;5;2;0;5;2;7;0;NA;24.2;5;7;5;7;0;5;0;0;5;2;0;5;2;7;0;NA;25.2;6;7;5;7;0;5;0;0;5;2;0;5;2;7;0;NA;26.2;7;FALSE;7;5;7;0;5;0;0;5;2;0;5;2;7;0;NA;27.2;8;FALSE;6;4;6;0;4;0;0;4;2;0;4;2;6;0;NA;NA;28.2;9;FALSE;FALSE
"768";NA;NA;"ER80";"62";"1620";77;66;77;0;50;16;0;66;3;8;38;39;77;0;NA;24.2;4.9;69;60;69;0;46;14;0;60;3;6;35;34;69;0;NA;25.2;5.9;54;48;54;0;39;9;0;48;2;4;26;28;54;0;NA;26.2;6.9;FALSE;45;41;45;0;35;6;0;41;1;3;20;25;45;0;NA;27.2;7.9;FALSE;42;38;42;0;33;5;0;38;1;3;18;24;42;0;NA;NA;28.2;8.9;FALSE;FALSE
"769";NA;NA;"ER80";"62";"1622";1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;24;5;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;25;6;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;26;7;FALSE;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;27;8;FALSE;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;NA;28;9;FALSE;FALSE
"77";"8710A";"66";"ER66";"17";"292";53;21;53;0;21;0;0;21;9;23;30;23;53;0;NA;119.1;10.8;46;20;46;0;20;0;0;20;8;18;27;19;46;0;NA;120.1;12.2;50;21;50;0;21;0;0;21;9;20;27;23;50;0;NA;121.1;12;FALSE;54;23;54;0;22;0;0;22;10;22;28;26;54;0;NA;122.1;11.4;FALSE;48;19;48;0;19;0;0;19;9;20;26;22;48;0;NA;NA;123.1;12.7;FALSE;FALSE
"770";NA;NA;"ER80";"62";"1623";1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;20;5;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;21;6;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;22;7;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;23;8;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;NA;24;9;FALSE;FALSE
"771";NA;NA;"ER80";"62";"1624";7;4;7;0;0;4;0;4;3;0;3;4;0;7;NA;20;5;7;4;7;0;0;4;0;4;3;0;3;4;0;7;NA;21;6;7;4;7;0;0;4;0;4;3;0;3;4;0;7;NA;22;7;FALSE;4;3;4;0;0;3;0;3;1;0;1;3;0;4;NA;23;8;FALSE;4;3;4;0;0;3;0;3;1;0;1;3;0;4;NA;NA;24;9;FALSE;FALSE
"772";NA;NA;"ER80";"62";"1625";2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;18.7;5;2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;19.7;6;2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;20.7;7;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;21.7;8;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;NA;22.7;9;FALSE;FALSE
"773";NA;NA;"ER80";"62";"1626";2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;19;5;2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;20;6;2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;21;7;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;22;8;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;NA;23;9;FALSE;FALSE
"774";NA;NA;"ER80";"62";"1627";1;1;1;0;0;1;0;1;0;0;1;0;0;1;NA;9;5;1;1;1;0;0;1;0;1;0;0;1;0;0;1;NA;10;6;1;1;1;0;0;1;0;1;0;0;1;0;0;1;NA;11;7;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;0;1;NA;12;8;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;0;1;NA;NA;13;9;FALSE;FALSE
"775";NA;NA;"ER80";"62";"1628";3;2;3;0;1;1;0;2;1;0;2;1;3;0;NA;22.5;5;3;2;3;0;1;1;0;2;1;0;2;1;3;0;NA;23.5;6;3;2;3;0;1;1;0;2;1;0;2;1;3;0;NA;24.5;7;FALSE;3;2;3;0;1;1;0;2;1;0;2;1;3;0;NA;25.5;8;FALSE;2;2;2;0;1;1;0;2;0;0;1;1;2;0;NA;NA;26.5;9;FALSE;FALSE
"776";NA;NA;"ER80";"62";"1629";1;1;1;0;1;0;0;1;0;0;0;1;1;0;NA;22.3;5;1;1;1;0;1;0;0;1;0;0;0;1;1;0;NA;23.3;6;1;1;1;0;1;0;0;1;0;0;0;1;1;0;NA;24.3;7;FALSE;1;1;1;0;1;0;0;1;0;0;0;1;1;0;NA;25.3;8;FALSE;1;1;1;0;1;0;0;1;0;0;0;1;1;0;NA;NA;26.3;9;FALSE;FALSE
"777";NA;NA;"ER80";"62";"1631";4;3;4;0;0;3;0;3;1;0;3;1;0;4;NA;20;5;4;3;4;0;0;3;0;3;1;0;3;1;0;4;NA;21;6;3;3;3;0;0;3;0;3;0;0;3;0;0;3;NA;22;7;FALSE;3;3;3;0;0;3;0;3;0;0;3;0;0;3;NA;23;8;FALSE;2;2;2;0;0;2;0;2;0;0;2;0;0;2;NA;NA;24;9;FALSE;FALSE
"778";NA;NA;"ER80";"62";"1632";280;210;280;0;0;209;0;209;69;2;171;109;280;0;NA;20;4.9;262;199;262;0;0;198;0;198;64;0;163;99;262;0;NA;21;5.9;237;181;237;0;0;180;0;180;57;0;147;90;237;0;NA;22;6.9;FALSE;230;174;230;0;0;173;0;173;57;0;141;89;230;0;NA;23;7.8;FALSE;215;161;215;0;0;161;0;161;54;0;133;82;215;0;NA;NA;24;8.8;TRUE;FALSE
"779";NA;NA;"ER80";"62";"1633";10;8;10;0;4;4;0;8;2;0;3;7;10;0;NA;22;4.7;7;6;7;0;2;4;0;6;1;0;2;5;7;0;NA;23;5.5;5;5;5;0;2;3;0;5;0;0;1;4;5;0;NA;24;6.3;FALSE;5;5;5;0;2;3;0;5;0;0;1;4;5;0;NA;25;7.3;FALSE;5;5;5;0;2;3;0;5;0;0;1;4;5;0;NA;NA;26;8.3;FALSE;FALSE
"78";"751A";"66";"ER66";"17";"294";1;1;1;0;1;0;0;1;0;0;1;0;1;0;NA;24;18;1;1;1;0;1;0;0;1;0;0;1;0;1;0;NA;25;19;1;1;1;0;1;0;0;1;0;0;1;0;1;0;NA;26;20;FALSE;1;1;1;0;1;0;0;1;0;0;1;0;1;0;NA;27;21;FALSE;1;1;1;0;1;0;0;1;0;0;1;0;1;0;NA;NA;28;22;FALSE;FALSE
"780";NA;NA;"ER80";"62";"1634";4;2;4;0;0;2;0;2;2;0;2;2;0;4;NA;22;5;3;2;3;0;0;2;0;2;1;0;2;1;0;3;NA;23;6;3;2;3;0;0;2;0;2;1;0;2;1;0;3;NA;24;7;FALSE;3;2;3;0;0;2;0;2;1;0;2;1;0;3;NA;25;8;FALSE;3;2;3;0;0;2;0;2;1;0;2;1;0;3;NA;NA;26;9;FALSE;FALSE
"781";NA;NA;"ER80";"62";"1637";3;3;3;0;0;3;0;3;0;0;2;1;0;3;NA;21.7;5;3;3;3;0;0;3;0;3;0;0;2;1;0;3;NA;22.7;6;2;2;2;0;0;2;0;2;0;0;2;0;0;2;NA;23.7;7;FALSE;2;2;2;0;0;2;0;2;0;0;2;0;0;2;NA;24.7;8;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;0;1;NA;NA;25.7;9;FALSE;FALSE
"782";NA;NA;"ER80";"62";"1639";2;2;2;0;2;0;0;2;0;0;1;1;2;0;NA;21.2;5;2;2;2;0;2;0;0;2;0;0;1;1;2;0;NA;22.2;6;2;2;2;0;2;0;0;2;0;0;1;1;2;0;NA;23.2;7;FALSE;2;2;2;0;2;0;0;2;0;0;1;1;2;0;NA;24.2;8;FALSE;2;2;2;0;2;0;0;2;0;0;1;1;2;0;NA;NA;25.2;9;FALSE;FALSE
"783";NA;NA;"ER80";"62";"1640";1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;21.3;5;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;22.3;6;2;2;2;0;0;2;0;2;0;0;1;1;2;0;NA;23.3;3.7;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;24.3;1.3;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;NA;25.3;2.3;FALSE;FALSE
"784";NA;NA;"ER80";"62";"1641";3;3;3;0;3;0;0;3;0;0;0;3;3;0;NA;21.2;5;3;3;3;0;3;0;0;3;0;0;0;3;3;0;NA;22.2;6;3;3;3;0;3;0;0;3;0;0;0;3;3;0;NA;23.2;7;FALSE;3;3;3;0;3;0;0;3;0;0;0;3;3;0;NA;24.2;8;FALSE;3;3;3;0;3;0;0;3;0;0;0;3;3;0;NA;NA;25.2;9;FALSE;FALSE
"785";NA;NA;"ER80";"62";"1642";6;3;6;0;0;3;0;3;3;0;3;3;0;6;NA;21;5;4;2;4;0;0;2;0;2;2;0;2;2;0;4;NA;22;6;4;2;4;0;0;2;0;2;2;0;2;2;0;4;NA;23;7;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;24;8;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;NA;25;9;FALSE;FALSE
"786";NA;NA;"ER80";"62";"1643";2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;21;5;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;22;6;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;23;7;FALSE;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;24;8;FALSE;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;NA;25;9;FALSE;FALSE
"788";NA;NA;"ER80";"62";"1646";23;21;23;0;0;21;0;21;2;0;17;6;23;0;NA;20;5;20;19;20;0;0;19;0;19;1;0;15;5;20;0;NA;21;6;19;18;19;0;0;18;0;18;1;0;14;5;19;0;NA;22;7;FALSE;19;18;19;0;0;18;0;18;1;0;14;5;19;0;NA;23;8;FALSE;16;16;16;0;0;16;0;16;0;0;14;2;16;0;NA;NA;24;9;FALSE;FALSE
"79";"4754Z";"66";"ER66";"3";"295";11;6;11;0;5;1;0;6;1;4;5;6;11;0;NA;4;8.7;11;6;11;0;5;1;0;6;1;4;5;6;11;0;NA;5;9.7;9;7;9;0;6;1;0;7;0;2;3;6;9;0;NA;6;9.8;FALSE;8;6;8;0;5;1;0;6;0;2;3;5;8;0;NA;7;12;FALSE;8;6;8;0;5;1;0;6;0;2;3;5;8;0;NA;NA;8;13;FALSE;FALSE
"790";NA;NA;"ER80";"62";"1648";768;661;768;0;0;651;0;651;117;0;515;253;768;0;NA;20;4.9;686;595;686;0;0;588;0;588;98;0;466;220;686;0;NA;21;5.9;588;514;588;0;0;510;0;510;78;0;398;190;588;0;NA;22;6.8;FALSE;500;441;500;0;0;437;0;437;63;0;344;156;500;0;NA;23;7.7;FALSE;422;376;422;0;0;375;0;375;47;0;296;126;422;0;NA;0.08;24;8.7;FALSE;FALSE
"791";NA;NA;"ER80";"62";"1649";21;15;21;0;0;15;0;15;6;0;13;8;0;21;NA;20;5;15;13;15;0;0;13;0;13;2;0;9;6;0;15;NA;21;6;15;13;15;0;0;13;0;13;2;0;9;6;0;15;NA;22;7;FALSE;13;12;13;0;0;12;0;12;1;0;8;5;0;13;NA;23;8;FALSE;13;12;13;0;0;12;0;12;1;0;8;5;0;13;NA;NA;24;9;FALSE;FALSE
"792";"8710A";NA;"ER80";"62";"1651";147;147;147;0;142;5;0;147;0;0;93;54;147;0;NA;17.8;3.8;118;118;118;0;115;3;0;118;0;0;74;44;118;0;NA;18.8;4.7;100;100;100;0;97;3;0;100;0;0;64;36;100;0;NA;19.8;5;FALSE;72;72;72;0;69;3;0;72;0;0;48;24;72;0;NA;20.7;5.2;FALSE;58;58;58;0;55;3;0;58;0;0;42;16;58;0;NA;NA;21.6;5.9;FALSE;FALSE
"793";"8710A";NA;"ER80";"62";"1653";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;2;0;0;2;0;0;1;1;2;0;NA;20;0.5;FALSE;4;4;4;0;4;0;0;4;0;0;2;2;4;0;NA;21;1.2;FALSE;3;3;3;0;3;0;0;3;0;0;1;2;3;0;NA;NA;22;2.3;FALSE;FALSE
"794";NA;NA;"ER80";"62";"1661";33;28;33;0;0;28;0;28;5;0;26;7;0;33;NA;15;5;31;26;31;0;0;26;0;26;5;0;24;7;0;31;NA;16;6;30;25;30;0;0;25;0;25;5;0;23;7;0;30;NA;17;7;FALSE;25;20;25;0;0;20;0;20;5;0;18;7;0;25;NA;18;8;FALSE;21;16;21;0;0;16;0;16;5;0;14;7;0;21;NA;NA;19;9;FALSE;FALSE
"795";NA;NA;"ER80";"62";"1662";2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;15;5;2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;16;6;1;1;1;0;0;1;0;1;0;0;1;0;0;1;NA;17;7;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;0;1;NA;18;8;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;0;1;NA;NA;19;9;FALSE;FALSE
"796";NA;NA;"ER80";"62";"1663";1;1;1;0;0;1;0;1;0;0;0;1;0;1;NA;14.5;5;1;1;1;0;0;1;0;1;0;0;0;1;0;1;NA;15.5;6;1;1;1;0;0;1;0;1;0;0;0;1;0;1;NA;16.5;7;FALSE;1;1;1;0;0;1;0;1;0;0;0;1;0;1;NA;17.5;8;FALSE;1;1;1;0;0;1;0;1;0;0;0;1;0;1;NA;NA;18.5;9;FALSE;FALSE
"797";NA;NA;"ER80";"62";"1664";2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;14.8;5;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;15.8;6;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;16.8;7;FALSE;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;17.8;8;FALSE;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;NA;18.8;9;FALSE;FALSE
"798";NA;NA;"ER80";"62";"1665";46;29;46;0;0;29;0;29;17;0;21;25;0;46;NA;14;5;44;28;44;0;0;28;0;28;16;0;20;24;0;44;NA;15;6;42;27;42;0;0;27;0;27;15;0;19;23;0;42;NA;16;7;FALSE;38;25;38;0;0;25;0;25;13;0;17;21;0;38;NA;17;8;FALSE;33;22;33;0;0;22;0;22;11;0;15;18;0;33;NA;NA;18;9;FALSE;FALSE
"799";NA;NA;"ER80";"62";"1666";2;2;2;0;2;0;0;2;0;0;2;0;2;0;NA;14;5;2;2;2;0;2;0;0;2;0;0;2;0;2;0;NA;15;6;2;2;2;0;2;0;0;2;0;0;2;0;2;0;NA;16;7;FALSE;2;2;2;0;2;0;0;2;0;0;2;0;2;0;NA;17;8;FALSE;1;1;1;0;1;0;0;1;0;0;1;0;1;0;NA;NA;18;9;FALSE;FALSE
"8";"8899B";"11";"ER11";"3";"8";39;25;39;0;25;0;0;25;7;7;22;17;0;39;NA;8.1;7.7;37;23;37;0;23;0;0;23;7;7;21;16;0;37;NA;9.2;8.7;29;19;29;0;19;0;0;19;5;5;17;12;0;29;NA;9.9;9.1;FALSE;25;16;25;0;16;0;0;16;4;5;16;9;0;25;NA;10.7;10.5;FALSE;18;13;18;0;13;0;0;13;3;2;11;7;0;18;NA;NA;12.2;11.8;FALSE;FALSE
"80";"3312Z";"66";"ER66";"3";"296";1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;12;12;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;13;13;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;14;14;FALSE;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;15;15;FALSE;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;NA;16;16;FALSE;FALSE
