"Lien_E";"Actifs";"Non_actifs";"Portabilite";"Produit1";"Produit2";"Produit3";"Tps_adh_E_au_L";"Code_ape";"Departement";"Regroup1";"Regroup4";"BASE";"OPTION_percent";"Nb_pers_2018";"Nb_fam_2018";"Nb_pers_2019";"Nb_fam_2019";"Nb_pers_2020";"Nb_fam_2020";"Nb_pers_2021";"Nb_fam_2021";"Nb_pers_2022";"Nb_fam_2022";"Tps_adh_moy_pers_ds_L";"Asspri";"Asspri_percent";"Conjoint";"Conjoint_percent";"Enfant";"Enfant_percent";"Femme";"Femme_percent";"Homme";"Homme_percent";"Respo_percent";"Non_respo_percent";"VIP";"Prod1_Ind2018";"Prod1_Ind2019";"Prod1_Ind2020";"Prod1_Ind2021";"Prod1_Ind2022";"Prod1_Ind2023";"Prod2_Ind2018";"Prod2_Ind2019";"Prod2_Ind2020";"Prod2_Ind2021";"Prod2_Ind2022";"Prod2_Ind2023";"Prod3_Ind2018";"Prod3_Ind2019";"Prod3_Ind2020";"Prod3_Ind2021";"Prod3_Ind2022";"Prod3_Ind2023";"Renégo2020";"Renégo2021";"Renégo2022"
"111";6;3;0;"346";NA;NA;19.8;NA;"51";"ER66";"3";9;0;3;2;4;3;3;2;3;2;3;2;17.2;7;77.7777777777778;2;22.2222222222222;0;0;5;55.5555555555556;4;44.4444444444444;100;0;FALSE;0.1;0;0;0;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"112";2;0;0;"347";NA;NA;19.8;NA;"51";"ER66";"3";0;100;2;1;2;1;2;1;2;1;2;1;17.2;1;50;1;50;0;0;1;50;1;50;100;0;FALSE;0.041;0;0.015;0.01;0.015;0.05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"113";14;5;0;"348";NA;NA;18.9;"3312Z";"66";"ER66";"3";19;0;9;3;4;2;4;2;4;2;4;2;3.7;7;36.8421052631579;6;31.5789473684211;6;31.5789473684211;8;42.1052631578947;11;57.8947368421053;100;0;FALSE;0.04;0.05;0.03;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"114";14;0;0;"349";NA;NA;18.7;"8730A";"66";"ER66";"17";14;0;7;3;7;3;7;3;6;3;4;3;18.7;6;42.8571428571429;4;28.5714285714286;4;28.5714285714286;8;57.1428571428571;6;42.8571428571429;100;0;FALSE;0.04;0;0;0;0.03;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"115";8;0;0;"350";NA;NA;18.7;"4631Z";"66";"ER66";"17";8;0;4;2;4;2;4;2;2;1;2;1;18.7;4;50;2;25;2;25;6;75;2;25;100;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"116";6;0;0;"351";NA;NA;18.4;"7022Z";"66";"ER66";"17";6;0;3;3;3;3;3;3;3;3;3;3;18.4;6;100;0;0;0;0;2;33.3333333333333;4;66.6666666666667;100;0;FALSE;0.01;0;0.03;0.015;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"117";134;0;0;"353";"354";"352";18.2;NA;"66";"ER66";"17";134;0;67;31;49;24;41;22;36;20;27;17;16.8;62;46.2686567164179;26;19.4029850746269;46;34.3283582089552;58;43.2835820895522;76;56.7164179104478;100;0;FALSE;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;FALSE;FALSE;FALSE
"118";112;0;0;"356";"355";"357";22.9;"930D";"66";"ER66";"17";112;0;56;38;37;23;31;20;28;18;19;13;9.8;76;67.8571428571429;8;7.14285714285714;28;25;74;66.0714285714286;38;33.9285714285714;100;0;FALSE;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;FALSE;FALSE;FALSE
"119";0;4;0;"358";NA;NA;123;"751A";NA;"ER66";"17";4;0;3;2;3;2;3;2;3;2;3;2;21.4;3;75;1;25;0;0;1;25;3;75;0;100;FALSE;0;0;0;0;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"12";7;2;0;"12";NA;NA;7.7;"6920Z";"11";"ER11";"3";0;100;9;5;9;5;9;5;9;5;9;5;34.4;5;55.5555555555556;2;22.2222222222222;2;22.2222222222222;5;55.5555555555556;4;44.4444444444444;100;0;FALSE;0.041;0;0.015;0.01;0.015;0.05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"120";26;0;0;"362";NA;NA;22.9;"911A";"66";"ER66";"17";26;0;12;7;12;7;12;7;11;6;11;6;21.2;16;61.5384615384615;4;15.3846153846154;6;23.0769230769231;12;46.1538461538462;14;53.8461538461538;100;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"121";0;6;0;"364";NA;NA;123;"4631Z";"66";"ER66";"17";6;0;5;4;4;3;4;3;2;2;1;1;15.2;5;83.3333333333333;1;16.6666666666667;0;0;1;16.6666666666667;5;83.3333333333333;0;100;FALSE;0.05;0;0.05;0.015;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"122";0;10;0;"367";NA;NA;123;"8610Z";NA;"ER66";"17";10;0;6;5;6;5;6;5;4;3;3;2;21.4;8;80;2;20;0;0;8;80;2;20;100;0;FALSE;0.05;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"123";0;2;0;"368";NA;NA;27.8;NA;NA;"ER66";"17";2;0;1;1;1;1;1;1;0;0;0;0;9.4;2;100;0;0;0;0;2;100;0;0;0;100;FALSE;0.01;0.2;0.2;0.1;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"124";2;0;0;"370";NA;NA;27.8;"4511Z";"66";"ER66";"17";2;0;1;1;0;0;0;0;0;0;0;0;17;2;100;0;0;0;0;0;0;2;100;100;0;FALSE;0.04;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"125";0;11;0;"371";NA;NA;25.9;NA;NA;"ER66";"17";11;0;6;4;5;4;5;4;5;4;4;3;0.2;8;72.7272727272727;3;27.2727272727273;0;0;6;54.5454545454545;5;45.4545454545455;0;100;FALSE;NA;NA;NA;NA;0.2;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"126";0;108;0;"373";"374";"375";14.9;NA;NA;"ER66";"17";108;0;53;40;48;37;42;33;34;27;31;25;12.4;82;75.9259259259259;22;20.3703703703704;4;3.7037037037037;77;71.2962962962963;31;28.7037037037037;11.1111111111111;88.8888888888889;FALSE;0.04;0.02;0;0;0.02;0.08;0.04;0.02;0;0;0.02;0.08;0.04;0.02;0;0;0.02;0.08;FALSE;FALSE;FALSE
"127";0;94;0;"377";NA;NA;26.9;NA;NA;"ER66";"3";94;0;47;33;42;29;38;26;35;24;33;23;18.4;66;70.2127659574468;28;29.7872340425532;0;0;58;61.7021276595745;36;38.2978723404255;100;0;FALSE;0.05;0.02;0.01;0;0.03;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"128";10;21;0;"378";NA;NA;123;NA;"11";"ER66";"17";31;0;22;19;20;17;17;16;16;15;14;13;17.1;26;83.8709677419355;3;9.67741935483871;2;6.45161290322581;20;64.5161290322581;11;35.4838709677419;100;0;FALSE;0.04;0.1;0.2;0.08;0.2;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"129";0;24;0;"379";NA;NA;123;NA;NA;"ER66";"17";24;0;12;9;10;8;8;6;8;6;8;6;17.9;18;75;6;25;0;0;12;50;12;50;100;0;FALSE;0.025;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"13";1340;2064;227;"13";"517";"924";10.4;"2932Z";"12";"ERCAC";"4";0;100;2826;2046;2694;1936;2557;1865;2469;1822;2209;1641;739.6;2590;71.3302120627926;741;20.4076012117874;300;8.26218672541999;1767;48.6642798127238;1864;51.3357201872762;95.6761222803635;4.32387771963646;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE
"130";2;0;0;"381";NA;NA;123;"8610Z";"66";"ER66";"17";2;0;1;1;1;1;1;1;0;0;0;0;19.7;2;100;0;0;0;0;0;0;2;100;100;0;FALSE;0.2;0.02;0;0;0.02;0.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"131";6;0;0;"384";NA;NA;123;"8610Z";"75";"ER66";"17";6;0;3;1;2;1;0;0;0;0;0;0;18;2;33.3333333333333;0;0;4;66.6666666666667;4;66.6666666666667;2;33.3333333333333;100;0;FALSE;0.025;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"132";6;0;0;"385";NA;NA;123;"4631Z";"66";"ER66";"17";6;0;3;3;3;3;3;3;3;3;3;3;21.9;6;100;0;0;0;0;4;66.6666666666667;2;33.3333333333333;100;0;FALSE;0.01;0;0;0.04;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"133";0;32;0;"386";NA;NA;12.6;NA;NA;"ER66";"3";32;0;16;11;15;11;12;9;10;8;10;8;8.7;22;68.75;10;31.25;0;0;16;50;16;50;100;0;FALSE;0.03;0.05;0;0.1;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"134";20;0;0;"388";NA;NA;123;"4511Z";"66";"ER66";"17";20;0;10;5;5;3;5;3;5;3;5;3;21.9;10;50;8;40;2;10;12;60;8;40;100;0;FALSE;0.1;0.02;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"135";144;5;0;"391";"389";"390";20.9;"9499Z";"66";"ER66";"17";149;0;74;42;66;39;61;38;61;38;59;37;20.9;85;57.0469798657718;28;18.7919463087248;36;24.1610738255034;89;59.7315436241611;60;40.2684563758389;100;0;FALSE;0.03;0.02;0;0;0.02;0.1;0.03;0.02;0;0;0.02;0.1;0.03;0.02;0;0;0.02;0.1;FALSE;FALSE;FALSE
"136";2;0;0;"392";NA;NA;123;"8610Z";"66";"ER66";"17";2;0;1;1;0;0;0;0;0;0;0;0;16.8;2;100;0;0;0;0;2;100;0;0;100;0;FALSE;0.01;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"137";12;0;0;"394";NA;NA;17.9;"1082Z";"66";"ER66";"17";12;0;6;3;6;3;6;3;6;3;6;3;17.3;6;50;2;16.6666666666667;4;33.3333333333333;8;66.6666666666667;4;33.3333333333333;100;0;FALSE;0.01;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"138";0;4;0;"395";NA;NA;17.9;NA;NA;"ER66";"3";4;0;2;1;2;1;2;1;2;1;2;1;10.7;2;50;2;50;0;0;2;50;2;50;100;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"139";0;36;0;"397";NA;NA;14.7;NA;NA;"ER66";"3";36;0;18;14;16;12;16;12;14;11;13;10;10.5;28;77.7777777777778;8;22.2222222222222;0;0;20;55.5555555555556;16;44.4444444444444;100;0;FALSE;0.05;0.15;0.05;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"14";29;9;4;"14";"96";"57";10.9;"4334Z";"11";"ER11";"2";0;100;40;20;37;19;32;15;30;15;26;14;60.5;21;50;7;16.6666666666667;14;33.3333333333333;23;54.7619047619048;19;45.2380952380952;0;100;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE
"140";16;0;0;"400";"399";"398";17.9;NA;"66";"ER66";"17";16;0;8;5;7;4;5;3;5;3;5;3;15.9;10;62.5;2;12.5;4;25;8;50;8;50;100;0;FALSE;0.01;0;0;0;0.02;0.06;0.01;0;0;0;0.02;0.06;0.01;0;0;0;0.02;0.06;FALSE;FALSE;FALSE
"141";54;0;0;"401";NA;NA;17.9;"853C";"66";"ER66";"17";54;0;17;17;26;23;22;19;20;17;12;12;3.8;48;88.8888888888889;2;3.7037037037037;4;7.40740740740741;26;48.1481481481481;28;51.8518518518518;100;0;FALSE;0.025;0;0;0;0.04;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"142";24;0;0;"403";NA;NA;11.7;"7112B";"66";"ER66";"3";24;0;7;3;4;1;8;2;4;1;5;2;0.9;10;41.6666666666667;4;16.6666666666667;10;41.6666666666667;16;66.6666666666667;8;33.3333333333333;100;0;FALSE;0.04;0.05;0.05;0.06;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"143";6;0;0;"404";NA;NA;16.9;"4752B";"66";"ER66";"3";6;0;3;3;3;3;3;3;3;3;3;3;16.9;6;100;0;0;0;0;2;33.3333333333333;4;66.6666666666667;100;0;FALSE;0.1;0;0;0;0.03;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"144";36;0;0;"409";"407";"408";13.9;"1011Z";"66";"ER66";"17";36;0;18;8;14;7;10;5;10;5;8;4;11.7;16;44.4444444444444;8;22.2222222222222;12;33.3333333333333;16;44.4444444444444;20;55.5555555555556;100;0;FALSE;0.04;0.05;0.2;0.06;0.2;0.2;0.04;0.05;0.2;0.06;0.2;0.2;0.04;0.05;0.2;0.06;0.2;0.2;FALSE;FALSE;FALSE
"145";2;0;0;"410";NA;NA;11.4;"4649Z";NA;"ER66";"3";2;0;1;1;1;1;1;1;1;1;1;1;11.4;2;100;0;0;0;0;0;0;2;100;100;0;FALSE;0;0;0;0;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"146";48;3;0;"413";"414";NA;11.8;"4673A";"66";"ER66";"3";51;0;14;10;13;9;18;11;13;11;14;11;0.9;35;68.6274509803922;6;11.7647058823529;10;19.6078431372549;23;45.0980392156863;28;54.9019607843137;100;0;FALSE;NA;0;0;0;0.02;0.08;NA;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"147";208;18;40;"415";"2125";"2745";9.9;"6831Z";"66";"ER66";"21";237;10.9022556390977;80;50;72;47;77;51;78;48;78;52;57.1;165;62.0300751879699;25;9.3984962406015;76;28.5714285714286;149;56.015037593985;117;43.984962406015;100;0;FALSE;NA;NA;0.05;0.015;0.06;0.16;NA;NA;0.05;0.015;0.06;0.16;NA;NA;0.05;0.015;0.06;0.16;FALSE;FALSE;FALSE
"148";4;0;0;"416";"417";"416";15.9;NA;"66";"ER66";"17";4;0;2;2;2;2;2;2;2;2;2;2;15.6;4;100;0;0;0;0;4;100;0;0;100;0;FALSE;0;0;0.05;0.015;0.02;0.06;0;0;0.05;0.015;0.02;0.06;0;0;0.05;0.015;0.02;0.06;FALSE;FALSE;FALSE
"149";0;258;0;"418";NA;NA;123;NA;"66";"ER66";"17";258;0;129;100;119;96;114;92;103;85;94;79;21.9;200;77.5193798449613;58;22.4806201550388;0;0;168;65.1162790697674;90;34.8837209302326;100;0;FALSE;0.025;0;0;0;0.02;0.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"15";2674;891;84;"435";"2292";"2882";6.1;"8710A";"19";"ERCAC";"5";3649;0;1302;962;1226;921;1233;902;1181;868;1098;809;373.9;2591;71.0057550013702;496;13.5927651411346;562;15.4014798574952;1846;50.5892025212387;1803;49.4107974787613;100;0;FALSE;0.02;0;0.01;0;0.03;0.08;0.02;0;0.01;0;0.03;0.08;0.02;0;0.01;0;0.03;0.08;FALSE;FALSE;FALSE
"150";114;6;0;"419";NA;NA;123;"8810C";"66";"ER66";"17";120;0;51;43;54;46;43;36;34;31;32;29;6.2;102;85;4;3.33333333333333;14;11.6666666666667;43;35.8333333333333;77;64.1666666666667;100;0;FALSE;0.025;0;0;0;0.1;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"151";18;0;0;"420";NA;NA;12.9;"853C";"66";"ER66";"17";18;0;9;9;8;8;7;7;7;7;6;6;8.3;18;100;0;0;0;0;6;33.3333333333333;12;66.6666666666667;100;0;FALSE;0.01;0.1;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"152";193;0;24;"421";"422";"424";5.3;NA;NA;"ERMNSPF";"22";150;30.8755760368664;29;20;32;23;38;27;48;33;53;31;32.1;139;64.0552995391705;17;7.83410138248848;61;28.110599078341;136;62.6728110599078;81;37.3271889400922;100;0;FALSE;0;0;NA;NA;0.05;0.25;0;0;NA;NA;0.05;0.25;0;0;NA;NA;0.05;0.25;FALSE;FALSE;FALSE
"153";0;166;0;"429";NA;NA;24;"634C";NA;"ER31";"24";166;0;83;44;69;40;66;39;59;35;43;28;13.6;88;53.0120481927711;42;25.3012048192771;36;21.6867469879518;98;59.0361445783133;68;40.9638554216867;0;100;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"154";30;0;0;"432";NA;NA;10.9;NA;NA;"ER31";"24";30;0;15;10;15;10;15;10;15;10;15;10;8.9;20;66.6666666666667;8;26.6666666666667;2;6.66666666666667;18;60;12;40;0;100;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"155";0;149;0;"438";"437";"436";5.4;NA;NA;"ER31";"5";149;0;62;41;60;39;55;37;52;35;48;33;11.7;98;65.7718120805369;47;31.5436241610738;4;2.68456375838926;79;53.0201342281879;70;46.9798657718121;100;0;FALSE;0.01;0.01;0;0.01;0.02;0.1;0.01;0.01;0;0.01;0.02;0.1;0.01;0.01;0;0.01;0.02;0.1;FALSE;FALSE;FALSE
"156";314;21;48;"443";NA;NA;15.8;"321C";NA;"ER31";"24";383;0;106;61;129;78;119;65;114;64;104;54;0.2;226;59.0078328981723;50;13.0548302872063;107;27.9373368146214;176;45.9530026109661;207;54.0469973890339;100;0;TRUE;0.01;0;NA;NA;NA;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"157";0;12;0;"463";NA;NA;13.9;"284A";NA;"ER31";"24";12;0;6;3;5;3;5;3;4;2;4;2;8.6;6;50;6;50;0;0;6;50;6;50;0;100;FALSE;0.03;0.2;0.2;0.1;0.2;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"158";0;2;97;"2381";"469";NA;8.3;"4941A";NA;"ER31";"24";99;0;46;17;8;3;1;1;1;1;1;1;13.1;36;36.3636363636364;16;16.1616161616162;47;47.4747474747475;49;49.4949494949495;50;50.5050505050505;100;0;FALSE;0.05;0;0.05;0.06;0.1;0.06;0.05;0;0.05;0.06;0.1;0.06;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"159";11;0;0;"476";NA;NA;1.9;"4771Z";NA;"ER31";"13";11;0;0;0;0;0;0;0;9;7;6;4;5.7;7;63.6363636363636;3;27.2727272727273;1;9.09090909090909;5;45.4545454545455;6;54.5454545454545;0;100;FALSE;NA;NA;NA;NA;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"16";561;29;31;"2444";"2148";"1713";5.9;"4332A";"19";"ERCAC";"5";621;0;171;127;199;148;288;216;267;204;246;180;88.7;426;68.5990338164251;60;9.66183574879227;135;21.7391304347826;239;38.4863123993559;382;61.5136876006441;100;0;FALSE;0.05;0;0.01;0;0.05;0.2;0.05;0;0.01;0;0.05;0.2;0.05;0;0.01;0;0.05;0.2;FALSE;FALSE;FALSE
"160";10;0;0;"477";NA;NA;14.4;"741C";NA;"ER31";"25";10;0;3;3;3;3;3;3;5;4;4;3;8.9;8;80;2;20;0;0;6;60;4;40;100;0;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"161";80;0;0;"480";NA;NA;10.9;NA;NA;"ER31";"24";80;0;36;33;37;33;22;17;17;14;18;15;7;70;87.5;6;7.5;4;5;26;32.5;54;67.5;0;100;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"162";0;14;0;"481";NA;NA;9.9;"2442Z";NA;"ER31";"24";14;0;7;4;7;4;7;4;5;3;5;3;7.3;8;57.1428571428571;6;42.8571428571429;0;0;6;42.8571428571429;8;57.1428571428571;0;100;FALSE;0.01;0.1;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"163";1;0;0;"483";NA;NA;9.9;"4778A";NA;"ER31";"25";1;0;0;0;0;0;0;0;1;1;1;1;1.4;1;100;0;0;0;0;0;0;1;100;100;0;FALSE;0;0;0.03;0.04;0.1;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"164";2;0;0;"489";NA;NA;8.9;"4334Z";NA;"ER31";"25";2;0;2;2;2;2;2;2;2;2;2;2;8.9;2;100;0;0;0;0;0;0;2;100;100;0;FALSE;0.01;0;0;0;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"165";0;0;3;"491";NA;NA;7.9;NA;NA;"ER31";"25";3;0;1;1;1;1;1;1;1;1;1;1;1;3;100;0;0;0;0;0;0;3;100;100;0;FALSE;0.04;0.05;0.03;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"166";6;0;6;"496";NA;NA;8.1;"9001Z";NA;"ER31";"25";12;0;5;3;5;3;3;2;3;2;3;2;8.1;7;58.3333333333333;3;25;2;16.6666666666667;5;41.6666666666667;7;58.3333333333333;100;0;FALSE;0.03;0;0.2;0.1;0.06;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"167";316;15;72;"497";NA;NA;6.9;"4651Z";NA;"ER31";"25";403;0;221;99;244;107;246;106;258;114;261;114;7.2;186;46.1538461538462;89;22.0843672456576;128;31.7617866004963;185;45.9057071960298;218;54.0942928039702;100;0;TRUE;0.025;0;0.03;0.01;0.03;0.13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"168";2;0;0;"498";NA;NA;7.9;"4752A";NA;"ER31";"25";2;0;1;1;1;1;1;1;1;1;1;1;7.9;2;100;0;0;0;0;0;0;2;100;100;0;FALSE;0;0;0;0.015;0.03;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"169";0;2;0;"499";NA;NA;6.9;"4511Z";NA;"ER31";"26";2;0;2;1;2;1;2;1;2;1;2;1;6.6;1;50;1;50;0;0;1;50;1;50;100;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"17";0;6;0;"18";NA;NA;14.9;NA;NA;"ER11";"3";6;0;3;2;3;2;1;1;1;1;1;1;11.8;4;66.6666666666667;2;33.3333333333333;0;0;4;66.6666666666667;2;33.3333333333333;100;0;FALSE;0.04;0.05;0;0.06;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"170";36;0;3;"500";NA;NA;7.9;"5221Z";NA;"ER31";"24";39;0;10;7;10;6;14;5;14;5;13;5;7.9;19;48.7179487179487;8;20.5128205128205;12;30.7692307692308;16;41.025641025641;23;58.974358974359;100;0;FALSE;0.04;0.02;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"171";2;0;0;"502";NA;NA;7.8;"4520A";NA;"ER31";"24";2;0;1;1;1;1;1;1;1;1;1;1;6.8;2;100;0;0;0;0;0;0;2;100;100;0;FALSE;0.01;0;0;0.04;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"172";2;0;0;"503";NA;NA;7.3;"1813Z";NA;"ER31";"13";2;0;2;1;2;1;2;1;2;1;2;1;7.3;1;50;1;50;0;0;1;50;1;50;0;100;FALSE;0.01;0;0;0;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"173";46;112;0;"505";NA;NA;12;"9499Z";"12";"ERCAC";"27";158;0;156;90;154;89;145;86;146;87;144;86;109.9;91;57.5949367088608;48;30.379746835443;19;12.0253164556962;76;48.1012658227848;82;51.8987341772152;100;0;FALSE;0.03;0;0;0;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"174";908;1383;0;"506";NA;NA;28.4;"2443Z";"12";"ERCAC";"27";2291;0;2283;1650;2108;1555;1960;1465;1831;1381;1688;1284;942.9;1631;71.1916193801833;616;26.8878219118289;44;1.92055870798778;1346;58.7516368398079;945;41.2483631601921;100;0;FALSE;0.03;0;0;0.01;0.03;0.15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"175";768;1559;2;"507";"723";"914";21.2;"2443Z";"12";"ERCAC";"27";2329;0;1152;806;1089;767;1037;732;984;705;925;663;840.5;1630;69.9871189351653;665;28.5530270502362;34;1.45985401459854;1242;53.327608415629;1087;46.672391584371;96.1356805495921;3.8643194504079;FALSE;0.025;0;0;0;0.02;0.08;0.025;0;0;0;0.02;0.08;0.025;0;0;0;0.02;0.08;FALSE;FALSE;FALSE
"176";1028;613;0;"508";"794";NA;51.8;"2443Z";"12";"ERCAC";"27";1641;0;1631;1289;1513;1199;1355;1092;1227;1000;1100;908;989.7;1275;77.6965265082267;356;21.6940889701402;10;0.60938452163315;1040;63.3759902498477;601;36.6240097501523;100;0;FALSE;0.05;0.05;0.05;0.04;0.05;0.16;0.05;0.05;0.05;0.04;0.05;0.16;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
