"Lien_E";"Actifs";"Non_actifs";"Portabilite";"Produit1";"Produit2";"Produit3";"Tps_adh_E_au_L";"Code_ape";"Departement";"Regroup1";"Regroup4";"BASE";"OPTION_percent";"Nb_pers_2018";"Nb_fam_2018";"Nb_pers_2019";"Nb_fam_2019";"Nb_pers_2020";"Nb_fam_2020";"Nb_pers_2021";"Nb_fam_2021";"Nb_pers_2022";"Nb_fam_2022";"Tps_adh_moy_pers_ds_L";"Asspri";"Asspri_percent";"Conjoint";"Conjoint_percent";"Enfant";"Enfant_percent";"Femme";"Femme_percent";"Homme";"Homme_percent";"Respo_percent";"Non_respo_percent";"VIP";"Prod1_Ind2018";"Prod1_Ind2019";"Prod1_Ind2020";"Prod1_Ind2021";"Prod1_Ind2022";"Prod1_Ind2023";"Prod2_Ind2018";"Prod2_Ind2019";"Prod2_Ind2020";"Prod2_Ind2021";"Prod2_Ind2022";"Prod2_Ind2023";"Prod3_Ind2018";"Prod3_Ind2019";"Prod3_Ind2020";"Prod3_Ind2021";"Prod3_Ind2022";"Prod3_Ind2023";"Renégo2020";"Renégo2021";"Renégo2022"
"511";0;2;0;"1171";NA;NA;9.4;NA;NA;"ER24";"51";2;0;1;1;1;1;1;1;1;1;1;1;9.4;2;100;0;0;0;0;0;0;2;100;100;0;FALSE;0;0;0;0.1;0.2;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"512";0;8;0;"1172";NA;NA;14.5;NA;NA;"ER24";"51";8;0;4;2;4;2;4;2;4;2;4;2;14.5;4;50;4;50;0;0;4;50;4;50;100;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"513";0;68;0;"1173";"1174";"1175";16.8;NA;NA;"ER24";"48";68;0;34;24;32;23;32;23;21;16;17;14;10.9;48;70.5882352941177;20;29.4117647058824;0;0;46;67.6470588235294;22;32.3529411764706;32.3529411764706;67.6470588235294;FALSE;0.01;0;0;0;0.02;0.06;0.01;0;0;0;0.02;0.06;0.01;0;0;0;0.02;0.06;FALSE;FALSE;FALSE
"514";2;6;0;"1181";"1180";NA;13.2;"8810A";NA;"ER24";"51";8;0;4;3;4;3;4;3;4;3;4;3;23.8;6;75;2;25;0;0;6;75;2;25;100;0;FALSE;0.01;0;0.15;0.04;0.02;0.06;0.01;0;0.15;0.04;0.02;0.06;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"515";0;4;0;"1182";NA;NA;13.9;"2434Z";NA;"ER24";"51";4;0;2;1;2;1;2;1;2;1;2;1;13.9;2;50;2;50;0;0;2;50;2;50;100;0;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"516";6;0;0;"1183";NA;NA;10.9;"4332A";NA;"ER24";"45";6;0;3;1;3;1;3;1;3;1;3;1;10.9;2;33.3333333333333;0;0;4;66.6666666666667;2;33.3333333333333;4;66.6666666666667;100;0;FALSE;0.03;0.05;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"517";8;0;0;"1184";NA;NA;6.9;"4778C";NA;"ER24";"45";8;0;4;2;4;2;4;2;2;1;2;1;6.9;4;50;2;25;2;25;6;75;2;25;100;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"518";0;4;0;"1186";NA;NA;13.4;NA;NA;"ER24";"51";4;0;2;1;2;1;2;1;2;1;2;1;13.4;2;50;2;50;0;0;2;50;2;50;0;100;FALSE;0.01;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"519";436;63;36;"1187";"1035";"1188";6.8;"4711D";NA;"ER24";"45";535;0;181;71;176;69;185;70;189;71;183;76;5;203;37.9439252336449;106;19.8130841121495;226;42.2429906542056;280;52.3364485981308;255;47.6635514018692;100;0;FALSE;0.03;0.02;0.05;0.04;0.03;0.1;0.03;0.02;0.05;0.04;0.03;0.1;0.03;0.02;0.05;0.04;0.03;0.1;TRUE;FALSE;FALSE
"52";0;0;20;"60";NA;NA;6.9;NA;NA;"ER11";"3";20;0;10;2;0;0;0;0;0;0;0;0;0.9;4;20;4;20;12;60;10;50;10;50;100;0;FALSE;0.03;0;0.2;0.1;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"520";0;10;0;"1194";NA;NA;13.5;NA;NA;"ER24";"51";10;0;5;3;4;2;4;2;4;2;4;2;11.3;6;60;4;40;0;0;6;60;4;40;0;100;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"521";0;38;0;"1195";"1196";NA;11.9;NA;NA;"ER24";"45";38;0;19;14;19;14;19;14;16;12;16;12;9.3;28;73.6842105263158;10;26.3157894736842;0;0;20;52.6315789473684;18;47.3684210526316;68.4210526315789;31.5789473684211;FALSE;0;0;0;0;0.02;0.06;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"522";14;16;0;"1197";"1222";"1197";9.3;"0124Z";NA;"ER24";"45";30;0;14;9;14;9;13;9;14;10;13;10;32.3;20;66.6666666666667;4;13.3333333333333;6;20;24;80;6;20;100;0;FALSE;0.01;0;0;0;0.02;0.06;0.01;0;0;0;0.02;0.06;0.01;0;0;0;0.02;0.06;FALSE;FALSE;FALSE
"523";22;0;0;"1201";NA;NA;13.7;"8710A";NA;"ER24";"51";22;0;8;5;11;6;11;6;11;6;11;6;3.9;12;54.5454545454545;8;36.3636363636364;2;9.09090909090909;10;45.4545454545455;12;54.5454545454545;100;0;FALSE;0.01;0;0;0;0.15;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"524";16;3;0;"1202";NA;NA;4.5;"8690A";NA;"ER24";"51";19;0;5;5;6;6;4;4;6;7;6;6;7.7;19;100;0;0;0;0;4;21.0526315789474;15;78.9473684210526;100;0;FALSE;NA;NA;NA;NA;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"525";0;6;0;"1203";NA;NA;10.9;"4941A";NA;"ER24";"45";6;0;3;2;3;2;1;1;1;1;1;1;5.9;4;66.6666666666667;2;33.3333333333333;0;0;2;33.3333333333333;4;66.6666666666667;100;0;FALSE;0.01;0;0.01;0.015;0.15;0.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"526";0;42;0;"1205";"1204";"1206";9.9;"1623Z";NA;"ER24";"45";42;0;20;13;20;13;17;11;16;11;16;11;8.7;27;64.2857142857143;15;35.7142857142857;0;0;19;45.2380952380952;23;54.7619047619048;100;0;FALSE;0.01;0;0;0;0.02;0.06;0.01;0;0;0;0.02;0.06;0.01;0;0;0;0.02;0.06;FALSE;FALSE;FALSE
"527";0;4;0;"1208";NA;NA;12.4;NA;NA;"ER24";"45";4;0;2;2;2;2;2;2;2;2;1;1;11.1;4;100;0;0;0;0;4;100;0;0;100;0;FALSE;0;0;0.2;0.1;0.2;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"528";852;3;0;"1209";NA;NA;10.7;"8411Z";NA;"ER24";"45";855;0;357;173;348;167;324;156;306;147;226;110;6.2;401;46.9005847953216;168;19.6491228070175;286;33.4502923976608;449;52.5146198830409;406;47.4853801169591;100;0;FALSE;0.01;0;0.01;0.015;0.04;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"529";0;2;0;"1210";NA;NA;11.9;NA;NA;"ER24";"45";2;0;1;1;1;1;1;1;1;1;1;1;6.8;2;100;0;0;0;0;2;100;0;0;100;0;FALSE;0.03;0;0;0;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"53";8;0;0;"85";NA;NA;20.9;"8531Z";"11";"ER11";"2";8;0;4;4;4;4;4;4;4;4;4;4;4.9;8;100;0;0;0;0;4;50;4;50;100;0;FALSE;0.025;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"530";110;34;20;"1215";"1214";"1216";10.1;NA;NA;"ER24";"45";164;0;62;39;62;36;61;35;44;30;11;11;7.4;94;57.3170731707317;33;20.1219512195122;37;22.5609756097561;71;43.2926829268293;93;56.7073170731707;100;0;FALSE;0.01;0;0;0.01;0.03;0.08;0.01;0;0;0.01;0.03;0.08;0.01;0;0;0.01;0.03;0.08;FALSE;FALSE;FALSE
"531";240;0;0;"1217";NA;NA;10.1;"8411Z";NA;"ER24";"45";240;0;108;47;96;43;95;44;92;42;76;36;15.2;104;43.3333333333333;52;21.6666666666667;84;35;132;55;108;45;100;0;FALSE;0.01;0;0;0;0.03;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"532";188;0;0;"1223";NA;NA;10.7;"9499Z";NA;"ER24";"45";188;0;56;29;56;31;63;32;59;29;62;34;9.1;90;47.8723404255319;52;27.6595744680851;46;24.468085106383;90;47.8723404255319;98;52.1276595744681;100;0;FALSE;0.01;0;0;0.01;0.08;0.15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"533";0;4;0;"1224";NA;NA;11.9;"4941B";NA;"ER24";"45";4;0;2;1;2;1;2;1;2;1;2;1;11.9;2;50;2;50;0;0;2;50;2;50;100;0;FALSE;0;0.02;0;0.01;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"534";0;25;0;"1225";"1226";"1227";6.8;NA;NA;"ER24";"45";25;0;11;6;10;6;9;6;9;6;9;6;10.4;15;60;10;40;0;0;13;52;12;48;100;0;FALSE;0.01;0;NA;0.01;0.03;0.16;0.01;0;NA;0.01;0.03;0.16;0.01;0;NA;0.01;0.03;0.16;FALSE;FALSE;FALSE
"535";6;0;0;"1228";NA;NA;12.5;"8690E";NA;"ER24";"45";6;0;3;1;3;1;3;1;3;1;3;1;4.3;2;33.3333333333333;0;0;4;66.6666666666667;4;66.6666666666667;2;33.3333333333333;100;0;FALSE;0.01;0;0.03;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"536";52;0;0;"1230";NA;NA;11.9;NA;NA;"ER24";"45";52;0;17;9;15;9;18;11;20;12;18;11;6.3;28;53.8461538461538;16;30.7692307692308;8;15.3846153846154;36;69.2307692307692;16;30.7692307692308;100;0;FALSE;0.01;0;0;0.015;0.03;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"537";194;0;3;"1231";"1232";NA;10.9;"4669B";NA;"ER24";"45";197;0;63;29;66;33;64;31;72;37;68;35;6.7;93;47.2081218274112;36;18.2741116751269;68;34.5177664974619;76;38.5786802030457;121;61.4213197969543;100;0;FALSE;0.01;0;0.03;0.015;0.02;0.08;0.01;0;0.03;0.015;0.02;0.08;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"538";158;0;24;"1233";"1234";NA;11.9;"4120A";NA;"ER24";"45";182;0;54;24;57;27;58;28;53;23;52;23;3.8;84;46.1538461538462;36;19.7802197802198;62;34.0659340659341;74;40.6593406593407;108;59.3406593406593;100;0;FALSE;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"539";166;0;0;"1235";NA;NA;11.6;"8899B";NA;"ER24";"45";166;0;68;36;77;39;67;36;64;35;55;30;4.2;86;51.8072289156626;32;19.2771084337349;48;28.9156626506024;106;63.855421686747;60;36.144578313253;100;0;FALSE;0.025;0;0.05;0.04;0.15;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"54";4627;143;891;"86";"555";"698";5;"5610A";"11";"ERCAC";"10";5336;5.74103515279986;806;565;1020;746;1143;820;1310;927;1432;1012;463;4043;71.4184773008302;416;7.34852499558382;1202;21.2329977035859;2954;52.1815933580639;2707;47.8184066419361;99.1167638226462;0.883236177353824;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE
"540";0;4;0;"1236";NA;NA;10.2;"8790B";NA;"ER24";"45";4;0;2;1;2;1;2;1;2;1;2;1;10.2;2;50;2;50;0;0;2;50;2;50;100;0;FALSE;0.025;0.02;0;0;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"541";0;22;0;"1238";"1239";NA;11.3;"4941A";NA;"ER24";"45";22;0;11;6;11;6;11;6;11;6;10;6;15.1;12;54.5454545454545;6;27.2727272727273;4;18.1818181818182;14;63.6363636363636;8;36.3636363636364;63.6363636363636;36.3636363636364;FALSE;0.01;0;0;0.01;0.2;0.25;0.01;0;0;0.01;0.2;0.25;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"542";8;0;0;"1240";NA;NA;11.9;"2562B";NA;"ER24";"45";8;0;4;1;4;1;4;1;0;0;0;0;9;2;25;2;25;4;50;4;50;4;50;100;0;FALSE;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"543";0;14;0;"1241";"1242";NA;5.4;"6420Z";NA;"ER24";"45";14;0;6;6;5;5;4;4;4;4;4;4;11.9;14;100;0;0;0;0;9;64.2857142857143;5;35.7142857142857;100;0;FALSE;0.03;0.05;0.03;0.06;0.03;0.2;0.03;0.05;0.03;0.06;0.03;0.2;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"544";0;3;0;"1245";NA;NA;1.9;"4711D";NA;"ER24";"45";3;0;0;0;0;0;1;1;1;1;1;1;1;3;100;0;0;0;0;3;100;0;0;100;0;FALSE;NA;0.02;0.15;0.1;0.15;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"545";0;26;0;"1246";NA;NA;11.9;NA;NA;"ER24";"45";26;0;13;7;13;7;13;7;13;7;13;7;8.9;14;53.8461538461538;12;46.1538461538462;0;0;14;53.8461538461538;12;46.1538461538462;100;0;FALSE;0.025;0;0;0;0.02;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"546";0;12;2;"1248";"1035";NA;4.9;"8121Z";NA;"ER24";"45";14;0;5;3;2;2;2;2;1;1;1;1;10.9;8;57.1428571428571;6;42.8571428571429;0;0;8;57.1428571428571;6;42.8571428571429;100;0;FALSE;NA;0.02;0.05;0.01;0.03;0.25;NA;0.02;0.05;0.01;0.03;0.25;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"547";0;4;0;"1251";NA;NA;9.9;"4776Z";NA;"ER24";"45";4;0;2;1;2;1;2;1;2;1;2;1;9.8;2;50;2;50;0;0;2;50;2;50;100;0;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"548";0;2;0;"1253";NA;NA;10.7;"5630Z";NA;"ER24";"45";2;0;1;1;1;1;1;1;1;1;1;1;10.7;2;100;0;0;0;0;2;100;0;0;100;0;FALSE;0.025;0.15;0.05;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"549";4;0;0;"1255";NA;NA;11.6;"4772B";NA;"ER24";"45";4;0;2;2;2;2;2;2;2;2;2;2;11.6;4;100;0;0;0;0;2;50;2;50;100;0;FALSE;0.03;0.02;0.03;0;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"55";0;4;0;"87";NA;NA;20.4;NA;NA;"ER11";"3";4;0;2;1;2;1;2;1;2;1;2;1;19;2;50;2;50;0;0;2;50;2;50;100;0;FALSE;0.2;0.02;0;0;0.03;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"550";0;3;0;"1257";NA;NA;2.9;"4764Z";NA;"ER24";"45";3;0;1;1;1;1;1;1;1;1;1;1;2.4;3;100;0;0;0;0;0;0;3;100;100;0;FALSE;NA;NA;NA;NA;0.03;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"551";62;14;2;"1259";"1216";NA;2.9;"9601A";NA;"ER24";"45";78;0;25;14;30;19;31;19;32;20;28;19;11.1;52;66.6666666666667;12;15.3846153846154;14;17.9487179487179;44;56.4102564102564;34;43.5897435897436;100;0;FALSE;0.05;0.02;NA;NA;NA;0.1;0.05;0.02;NA;NA;NA;0.1;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"552";74;0;24;"1260";"1035";"1261";11.3;"7112B";NA;"ER24";"45";98;0;18;12;23;15;28;17;35;23;25;15;5.8;70;71.4285714285714;6;6.12244897959184;22;22.4489795918367;58;59.1836734693878;40;40.8163265306122;100;0;FALSE;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;FALSE;FALSE;FALSE
"553";4;0;0;"1262";NA;NA;11.2;"9329Z";NA;"ER24";"45";4;0;2;1;2;1;2;1;2;1;2;1;6.9;2;50;2;50;0;0;2;50;2;50;100;0;FALSE;0.025;0;0.2;0.1;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"554";0;0;4;"1216";NA;NA;2.9;"9329Z";NA;"ER24";"45";4;0;0;0;0;0;2;2;2;2;0;0;1;4;100;0;0;0;0;0;0;4;100;100;0;FALSE;0.01;0;0;0.01;0.03;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"555";84;0;0;"1264";NA;NA;10.9;"1812Z";NA;"ER24";"45";84;0;38;16;32;15;32;15;22;10;20;9;9.4;36;42.8571428571429;20;23.8095238095238;28;33.3333333333333;48;57.1428571428571;36;42.8571428571429;100;0;FALSE;0.01;0;0.01;0.01;0.15;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"556";0;5;0;"2034";"1265";NA;7.2;"4711F";NA;"ER24";"45";5;0;2;2;2;2;2;2;2;2;2;2;15.9;5;100;0;0;0;0;5;100;0;0;100;0;FALSE;0.03;0.02;0;0;0.02;0.25;0.03;0.02;0;0;0.02;0.25;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"557";190;0;25;"1266";NA;NA;10.9;"8790B";NA;"ER24";"45";215;0;44;25;50;27;65;32;70;34;80;42;8.3;115;53.4883720930233;33;15.3488372093023;67;31.1627906976744;129;60;86;40;100;0;FALSE;0.03;0.05;0.05;0.04;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"558";0;8;10;"1035";"1267";NA;8.5;"4939A";NA;"ER24";"45";18;0;6;4;3;2;3;2;3;2;6;3;0.5;10;55.5555555555556;4;22.2222222222222;4;22.2222222222222;10;55.5555555555556;8;44.4444444444444;100;0;FALSE;0.01;0;0.05;0.04;0.03;0.1;0.01;0;0.05;0.04;0.03;0.1;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"559";10;0;0;"1268";NA;NA;10.9;"8411Z";NA;"ER24";"45";10;0;5;4;3;2;3;2;2;1;2;1;10.9;8;80;2;20;0;0;6;60;4;40;100;0;FALSE;0;0.02;0.03;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"56";0;8;0;"88";NA;NA;12.9;NA;NA;"ER11";"2";8;0;4;3;4;3;2;2;1;1;1;1;6.2;6;75;2;25;0;0;4;50;4;50;0;100;FALSE;0.1;0;0;0;0.1;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"560";24;0;0;"1269";NA;NA;10.9;"8411Z";NA;"ER24";"45";24;0;12;7;12;7;12;7;12;7;11;6;10.7;14;58.3333333333333;6;25;4;16.6666666666667;12;50;12;50;100;0;FALSE;0.025;0;0;0.04;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"561";6;0;0;"1270";NA;NA;10.9;"8411Z";NA;"ER24";"45";6;0;3;2;3;2;3;2;3;2;1;1;9;4;66.6666666666667;2;33.3333333333333;0;0;4;66.6666666666667;2;33.3333333333333;100;0;FALSE;0.01;0;0.2;0.1;0.15;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"562";4;0;0;"1271";NA;NA;10.9;"8411Z";NA;"ER24";"45";4;0;2;1;2;1;2;1;2;1;2;1;10.9;2;50;0;0;2;50;2;50;2;50;100;0;FALSE;0.01;0.05;0.01;0.04;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"563";106;3;6;"1272";"1216";NA;7.9;"2562B";NA;"ER24";"45";115;0;46;23;46;24;42;24;41;25;38;22;1;65;56.5217391304348;14;12.1739130434783;36;31.304347826087;34;29.5652173913043;81;70.4347826086957;100;0;FALSE;0.01;0;0;0.01;0.03;0.08;0.01;0;0;0.01;0.03;0.08;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"564";68;0;0;"1273";NA;NA;10.9;NA;NA;"ER24";"45";68;0;34;20;25;17;23;16;23;16;21;15;10.9;40;58.8235294117647;14;20.5882352941176;14;20.5882352941176;38;55.8823529411765;30;44.1176470588235;100;0;FALSE;0.01;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"565";0;8;0;"1274";NA;NA;10.5;"8621Z";NA;"ER24";"45";8;0;4;2;4;2;4;2;2;1;2;1;10.3;4;50;4;50;0;0;4;50;4;50;100;0;FALSE;0.1;0.1;0;0;0.04;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"566";0;20;0;"1275";NA;NA;10.6;"8690B";NA;"ER24";"45";20;0;10;6;10;6;10;6;8;5;8;5;6;12;60;8;40;0;0;12;60;8;40;100;0;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"567";0;4;0;"1276";NA;NA;8.2;"1032Z";NA;"ER24";"45";4;0;2;1;2;1;2;1;2;1;2;1;8.1;2;50;2;50;0;0;2;50;2;50;0;100;FALSE;0.01;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"568";6;0;0;"1277";NA;NA;10.7;"2229B";NA;"ER24";"45";6;0;3;3;3;3;3;3;2;2;2;2;7.8;6;100;0;0;0;0;4;66.6666666666667;2;33.3333333333333;100;0;FALSE;0.03;0.02;0.05;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"569";2;0;0;"1278";NA;NA;10.7;"9004Z";NA;"ER24";"45";2;0;1;1;1;1;1;1;1;1;1;1;10.7;2;100;0;0;0;0;0;0;2;100;100;0;FALSE;0;0;0;0;0.02;0.15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"57";0;66;0;"90";NA;NA;14.9;NA;NA;"ER11";"2";66;0;36;24;36;24;35;24;34;23;34;23;14.9;45;68.1818181818182;21;31.8181818181818;0;0;37;56.0606060606061;29;43.9393939393939;0;100;FALSE;0.03;0;0;0;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"570";0;4;0;"1279";NA;NA;9.9;"6420Z";NA;"ER24";"51";4;0;1;1;2;1;2;1;2;1;2;1;9.9;2;50;2;50;0;0;2;50;2;50;0;100;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"571";0;6;0;"1280";NA;NA;9.5;"4332A";NA;"ER24";"45";6;0;3;2;3;2;3;2;3;2;3;2;9.2;4;66.6666666666667;2;33.3333333333333;0;0;2;33.3333333333333;4;66.6666666666667;100;0;FALSE;0.05;0.15;0.03;0;0.03;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"572";6;0;3;"1281";NA;NA;10.4;"4777Z";NA;"ER24";"45";9;0;4;3;4;3;4;3;2;1;2;1;6.9;7;77.7777777777778;2;22.2222222222222;0;0;7;77.7777777777778;2;22.2222222222222;100;0;FALSE;0;0;NA;NA;NA;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"573";0;5;0;"1282";NA;NA;4.9;"8623Z";NA;"ER24";"45";5;0;2;1;1;1;1;1;1;1;1;1;6.2;3;60;2;40;0;0;3;60;2;40;100;0;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"574";0;660;0;"1283";NA;NA;10.3;NA;NA;"ER24";"52";660;0;330;252;304;234;277;216;247;198;226;184;10.3;502;76.0606060606061;158;23.9393939393939;0;0;396;60;264;40;100;0;FALSE;0.01;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"575";330;48;67;"1284";"1285";NA;6.6;"8299Z";NA;"ER24";"45";445;0;98;67;108;69;114;76;112;73;115;82;6.1;286;64.2696629213483;52;11.685393258427;107;24.0449438202247;255;57.3033707865169;190;42.6966292134831;100;0;FALSE;0.03;0;0.01;0.01;0.03;0.1;0.03;0;0.01;0.01;0.03;0.1;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"576";6;7;0;"1286";NA;NA;10.2;"4399C";NA;"ER24";"45";13;0;6;3;4;3;4;3;3;2;3;2;6.6;7;53.8461538461538;2;15.3846153846154;4;30.7692307692308;4;30.7692307692308;9;69.2307692307692;100;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"577";18;0;0;"1287";NA;NA;10.1;"3312Z";NA;"ER24";"45";18;0;4;3;4;3;4;3;7;4;9;5;5.4;10;55.5555555555556;2;11.1111111111111;6;33.3333333333333;10;55.5555555555556;8;44.4444444444444;100;0;FALSE;0.03;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"578";8;0;0;"1288";NA;NA;9.9;"8411Z";NA;"ER24";"45";8;0;4;1;4;1;4;1;4;1;4;1;9.9;2;25;2;25;4;50;4;50;4;50;100;0;FALSE;0.03;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
