"Lien_E";"Actifs";"Non_actifs";"Portabilite";"Produit1";"Produit2";"Produit3";"Annee_adh_E_au_L";"Tps_adh_E_au_L";"Code_ape";"Departement";"Regroup1";"Regroup4";"BASE_percent";"OPTION_percent";"Nb_pers_2018";"Nb_fam_2018";"Nb_pers_2019";"Nb_fam_2019";"Nb_pers_2020";"Nb_fam_2020";"Nb_pers_2021";"Nb_fam_2021";"Nb_pers_2022";"Nb_fam_2022";"Anciennete_pers_ds_L";"Tps_adh_moy_pers_ds_L";"Asspri";"Asspri_percent";"Conjoint";"Conjoint_percent";"Enfant";"Enfant_percent";"Femme";"Femme_percent";"Homme";"Homme_percent";"Respo";"Respo_percent";"Non_respo";"Non_respo_percent";"VIP";"Prod1_Ind2018";"Prod1_Ind2019";"Prod1_Ind2020";"Prod1_Ind2021";"Prod1_Ind2022";"Prod1_Ind2023";"Prod2_Ind2018";"Prod2_Ind2019";"Prod2_Ind2020";"Prod2_Ind2021";"Prod2_Ind2022";"Prod2_Ind2023";"Prod3_Ind2018";"Prod3_Ind2019";"Prod3_Ind2020";"Prod3_Ind2021";"Prod3_Ind2022";"Prod3_Ind2023";"Renégo2020";"Renégo2021";"Renégo2022";"Actifs.f";"Non_actifs.f";"Portabilite.f";"Annee_adh_E_au_L.f";"Region";"Anciennete_pers_ds_L.f";"Prod1_Ind2018.f";"Prod1_Ind2019.f";"Prod1_Ind2020.f";"Prod1_Ind2021.f";"Prod1_Ind2022.f";"Prod1_Ind2023.f";"Prod2_Ind2018.f";"Prod2_Ind2019.f";"Prod2_Ind2020.f";"Prod2_Ind2021.f";"Prod2_Ind2022.f";"Prod2_Ind2023.f";"Prod3_Ind2018.f";"Prod3_Ind2019.f";"Prod3_Ind2020.f";"Prod3_Ind2021.f";"Prod3_Ind2022.f";"Prod3_Ind2023.f"
"859";4;0;0;"1821";NA;NA;2004;6663;NA;NA;"ER34";"69";100;0;4;3;4;3;3;2;3;2;2;1;2004;6663;3;75;1;25;0;0;3;0.3;0.2;0.01;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"86";0;8;0;"305";NA;NA;2010;4715;NA;NA;"ER66";"3";100;0;4;2;4;2;4;2;4;2;4;2;2010;4199;4;50;4;50;0;0;4;0.03;0.02;0.15;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"860";3;0;0;"1822";NA;NA;2004;6572;NA;NA;"ER34";"69";100;0;3;2;3;2;3;2;2;1;2;1;2006;5811;2;66.6666666666667;1;33.3333333333333;0;0;2;0.01;0;0.15;0.08;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"861";3;0;0;"1823";NA;NA;2002;7364;NA;NA;"ER34";"69";100;0;3;2;3;2;3;2;3;2;2;2;2002;6735;2;66.6666666666667;1;33.3333333333333;0;0;2;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"862";1;0;0;"1824";NA;NA;2002;7364;NA;NA;"ER34";"69";100;0;1;1;0;0;0;0;0;0;0;0;2002;5630;1;100;0;0;0;0;1;0.01;0;0;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"863";2;0;0;"1825";NA;NA;2002;7364;NA;NA;"ER34";"69";100;0;2;1;1;1;1;1;1;1;1;1;2006;2802;1;50;0;0;1;50;1;0;0;0;0;0.1;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"864";1;0;0;"1826";NA;NA;2003;7241;NA;NA;"ER34";"69";100;0;1;1;1;1;1;1;1;1;1;1;2003;7241;1;100;0;0;0;0;1;0.3;0.2;0.2;0.1;0.03;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"865";1;0;0;"1827";NA;NA;2003;7182;NA;NA;"ER34";"69";100;0;1;1;0;0;0;0;0;0;0;0;2003;5632;1;100;0;0;0;0;1;0.01;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"866";3;0;0;"1828";NA;NA;2003;7182;NA;NA;"ER34";"69";100;0;3;2;3;2;3;2;3;2;3;2;2003;6663;2;66.6666666666667;1;33.3333333333333;0;0;1;0.025;0;0;0;0.15;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"867";1;0;0;"1829";NA;NA;2007;5811;NA;NA;"ER34";"69";100;0;1;1;1;1;1;1;1;1;1;1;2013;3588;1;100;0;0;0;0;0;0.025;0.02;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"868";2;0;0;"1830";NA;NA;2006;6176;NA;NA;"ER34";"69";100;0;2;2;2;2;2;2;2;2;2;2;2006;6176;2;100;0;0;0;0;1;0.03;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"869";1;0;0;"1831";NA;NA;2006;6176;NA;NA;"ER34";"69";100;0;1;1;1;1;1;1;0;0;0;0;2013;2374;1;100;0;0;0;0;0;0.1;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"87";4;0;0;"306";NA;NA;1900;44892;"4939A";"66";"ER66";"17";100;0;2;1;2;1;2;1;2;1;2;1;2001;8002;2;50;2;50;0;0;2;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(1.9e+03,1.95e+03]";"Occitanie";"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"870";3;0;0;"1832";NA;NA;2009;4929;NA;NA;"ER34";"69";100;0;3;1;2;1;2;1;2;1;2;1;2009;3409;1;33.3333333333333;1;33.3333333333333;1;33.3333333333333;2;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"871";14;0;0;"1833";NA;NA;1994;10559;"6512Z";NA;"ER34";"69";100;0;7;7;7;7;7;7;7;7;4;4;2009;4812;14;100;0;0;0;0;10;0.04;0;0.2;0.08;0.15;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(10,20]";"(-0.1,10]";"(-0.1,10]";"(1.95e+03,2e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"872";2;0;0;"1834";NA;NA;1993;10620;NA;NA;"ER34";"69";100;0;1;1;1;1;1;1;1;1;1;1;1994;10559;2;100;0;0;0;0;2;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(1.95e+03,2e+03]";NA;"(1.99e+03,2e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"873";4;0;0;"1835";NA;NA;1994;10559;NA;NA;"ER34";"69";100;0;2;2;2;2;2;2;2;2;1;1;1994;10559;4;100;0;0;0;0;2;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(1.95e+03,2e+03]";NA;"(1.99e+03,2e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"874";2;0;0;"1836";NA;NA;2005;6541;NA;NA;"ER34";"69";100;0;1;1;1;1;1;1;1;1;0;0;2005;5844;2;100;0;0;0;0;0;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"875";6;0;0;"1837";NA;NA;1994;10559;NA;NA;"ER34";"69";100;0;3;3;3;3;2;2;2;2;0;0;2006;5479;6;100;0;0;0;0;6;0.05;0.15;0.2;0.1;0.2;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(1.95e+03,2e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"876";76;3020;0;"1841";"1843";"1838";2021;697;NA;NA;"CPM";"70";100;0;0;0;0;0;0;0;1510;914;1422;861;2021;11956;1848;59.6899224806201;976;31.5245478036176;272;8.78552971576227;1754;NA;NA;NA;NA;0.02;0.1;NA;NA;NA;NA;0.02;0.1;NA;NA;NA;NA;0.02;0.1;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(50,100]";"(1e+03,3.43e+03]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;"(0,0.05]";"(0.05,0.1]";NA;NA;NA;NA;"(0,0.05]";"(0.05,0.1]";NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"877";0;5;0;"1929";"1839";NA;2021;697;NA;NA;"CPM";"71";100;0;0;0;0;0;0;0;5;3;5;3;2021;1115;3;60;2;40;0;0;3;NA;NA;NA;NA;0.03;0.06;NA;NA;NA;NA;0.03;0.06;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;"(0,0.05]";"(0.05,0.1]";NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"878";96;4;0;"1840";NA;NA;2021;697;NA;NA;"CPM";"72";100;0;0;0;0;0;0;0;48;20;49;20;2021;1366;42;42;26;26;32;32;50;NA;NA;NA;NA;0.2;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(50,100]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"879";0;5;0;"1844";"1872";NA;2021;697;NA;NA;"CPM";"73";0;100;0;0;0;0;0;0;5;3;5;3;2021;1382;3;60;2;40;0;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"88";2;0;0;"309";NA;NA;2006;6025;"6910Z";"66";"ER66";"17";100;0;1;1;1;1;1;1;1;1;0;0;2007;5114;2;100;0;0;0;0;0;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";"Occitanie";"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"880";0;3428;0;"1858";"1951";"1859";2021;697;NA;NA;"CPM";"74";83.6056009334889;16.3943990665111;0;0;0;0;0;0;1684;961;1552;897;2021;829;1932;56.3593932322054;1218;35.5309218203034;278;8.10968494749125;1626;NA;NA;NA;NA;0.03;0.1;NA;NA;NA;NA;0.03;0.1;NA;NA;NA;NA;0.03;0.1;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(1e+03,3.43e+03]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;"(0,0.05]";"(0.05,0.1]";NA;NA;NA;NA;"(0,0.05]";"(0.05,0.1]";NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"881";0;34;0;"1891";"1892";"1890";2021;697;NA;NA;"CPM";"75";100;0;0;0;0;0;0;0;22;12;21;12;2021;1168;20;58.8235294117647;10;29.4117647058824;4;11.7647058823529;20;NA;NA;NA;NA;0.02;0.06;NA;NA;NA;NA;0.02;0.06;NA;NA;NA;NA;0.02;0.06;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(20,100]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;"(0,0.05]";"(0.05,0.1]";NA;NA;NA;NA;"(0,0.05]";"(0.05,0.1]";NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"882";0;124;0;"1894";NA;NA;2021;697;NA;NA;"CPM";"76";100;0;0;0;0;0;0;0;61;47;59;45;2021;697;94;75.8064516129032;30;24.1935483870968;0;0;80;NA;NA;NA;NA;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(100,1e+03]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"883";0;48;0;"1898";"1899";"1897";2021;697;NA;NA;"CPM";"77";100;0;0;0;0;0;0;0;36;22;27;15;2021;13;33;68.75;8;16.6666666666667;7;14.5833333333333;34;NA;NA;NA;NA;0.2;0.06;NA;NA;NA;NA;0.2;0.06;NA;NA;NA;NA;0.2;0.06;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(20,100]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;"(0.1,0.2]";"(0.05,0.1]";NA;NA;NA;NA;"(0.1,0.2]";"(0.05,0.1]";NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"884";0;1;0;"1900";NA;NA;2021;697;NA;NA;"CPM";"77";100;0;0;0;0;0;0;0;1;1;0;0;2021;0;1;100;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"885";162;165;17;"1905";"1907";"1906";2021;697;NA;NA;"CPM";"78";100;0;0;0;0;0;0;0;156;98;132;80;2021;776;197;57.2674418604651;91;26.453488372093;56;16.2790697674419;146;NA;NA;NA;NA;0;0.18;NA;NA;NA;NA;0;0.18;NA;NA;NA;NA;0;0.18;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(100,200]";"(100,1e+03]";"(10,100]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"886";64;7;6;"1980";"1910";NA;2021;697;NA;NA;"CPM";"99";100;0;0;0;0;0;0;0;43;22;41;22;2021;1928;39;50.6493506493506;11;14.2857142857143;27;35.0649350649351;42;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(50,100]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"887";113;2;6;"1973";"1912";"1974";2021;697;NA;NA;"CPM";"80";100;0;0;0;0;0;0;0;105;79;99;73;2021;443;89;73.5537190082645;1;0.826446280991736;31;25.6198347107438;93;NA;NA;NA;NA;0;0.14;NA;NA;NA;NA;0;0.14;NA;NA;NA;NA;0;0.14;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(100,200]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"888";5490;162;0;"1954";"1955";"1913";2021;697;NA;NA;"CPM";"81";3.75088464260439;96.2491153573956;0;0;0;0;0;0;2787;1493;2633;1417;2021;1447;3002;53.1139419674452;1082;19.1436659589526;1568;27.7423920736023;3538;NA;NA;NA;NA;0.02;0.06;NA;NA;NA;NA;0.02;0.06;NA;NA;NA;NA;0.02;0.06;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(1e+03,1.61e+04]";"(100,1e+03]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;"(0,0.05]";"(0.05,0.1]";NA;NA;NA;NA;"(0,0.05]";"(0.05,0.1]";NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"889";590;516;0;"1919";"1920";"1918";2021;697;NA;NA;"CPM";"82";100;0;0;0;0;0;0;0;534;266;479;242;2021;838;544;49.1862567811935;314;28.3905967450271;248;22.4231464737794;518;NA;NA;NA;NA;0.03;0.1;NA;NA;NA;NA;0.03;0.1;NA;NA;NA;NA;0.03;0.1;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(200,1e+03]";"(100,1e+03]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;"(0,0.05]";"(0.05,0.1]";NA;NA;NA;NA;"(0,0.05]";"(0.05,0.1]";NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"89";22;0;0;"313";NA;NA;2007;5507;"4638A";"66";"ER66";"3";100;0;7;3;7;3;7;3;10;4;10;4;2012;393;8;36.3636363636364;4;18.1818181818182;10;45.4545454545455;10;0.025;0;0;0.1;0.05;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(20,50]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";"Occitanie";"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"890";385;54;12;"1977";"1925";NA;2021;697;NA;NA;"CPM";"83";100;0;0;0;0;0;0;0;200;120;181;104;2021;1136;256;56.7627494456763;66;14.6341463414634;129;28.6031042128603;317;NA;NA;NA;NA;0;0.18;NA;NA;NA;NA;0;0.18;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(200,1e+03]";"(20,100]";"(10,100]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"891";0;52;0;"1926";"1927";NA;2021;697;NA;NA;"CPM";"84";100;0;0;0;0;0;0;0;52;37;52;37;2021;697;37;71.1538461538462;15;28.8461538461538;0;0;32;NA;NA;NA;NA;0.02;0.08;NA;NA;NA;NA;0.02;0.08;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(20,100]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;"(0,0.05]";"(0.05,0.1]";NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"892";0;2;0;"1928";NA;NA;2021;697;NA;NA;"CPM";"85";100;0;0;0;0;0;0;0;1;1;1;1;2021;697;2;100;0;0;0;0;2;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"893";248;35;8;"1967";"1958";"1932";2021;673;"8810A";"68";"CPM";"86";100;0;0;0;0;0;0;0;245;138;257;133;2021;7406;155;53.2646048109966;47;16.1512027491409;89;30.5841924398625;152;NA;NA;NA;NA;0.02;0.1;NA;NA;NA;NA;0.02;0.1;NA;NA;NA;NA;0.02;0.1;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(200,1e+03]";"(20,100]";"(-0.1,10]";"(2.01e+03,2.02e+03]";"Nouvelle-Aquitaine";"(2.01e+03,2.02e+03]";NA;NA;"(0,0.05]";"(0.05,0.1]";NA;NA;NA;NA;"(0,0.05]";"(0.05,0.1]";NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"894";420;53;6;"1936";"1935";"1937";2021;697;NA;NA;"CPM";"87";100;0;0;0;0;0;0;0;279;161;245;141;2021;5856;276;57.6200417536534;86;17.9540709812109;117;24.4258872651357;185;NA;NA;NA;NA;0.02;0.16;NA;NA;NA;NA;0.02;0.16;NA;NA;NA;NA;0.02;0.16;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(200,1e+03]";"(20,100]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;"(0,0.05]";NA;NA;NA;NA;NA;"(0,0.05]";NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"895";0;44;0;"1941";"1940";NA;2021;697;NA;NA;"CPM";"88";100;0;0;0;0;0;0;0;22;15;19;14;2021;697;30;68.1818181818182;12;27.2727272727273;2;4.54545454545455;18;NA;NA;NA;NA;0.2;0.25;NA;NA;NA;NA;0.2;0.25;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(20,100]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;"(0.1,0.2]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
