"Lien_E";"Code_ape";"Departement";"Regroup1";"Regroup4";"Produit_max";"Nb_pers_2018";"Nb_fam_2018";"Base_2018";"Option_2018_p";"Actifs_2018_p";"Non_actifs_2018_p";"Portabilite_2018_p";"Asspri_2018_p";"Conjoint_2018_p";"Enfants_2018_p";"Femmes_2018_p";"Hommes_2018_p";"Respo_2018_p";"Non_respo_2018_p";"Index_2018";"Tps_adh_E_par_L_2018";"Tps_adh_P_par_L_2018";"Nb_pers_2019";"Nb_fam_2019";"Base_2019";"Option_2019_p";"Actifs_2019_p";"Non_actifs_2019_p";"Portabilite_2019_p";"Asspri_2019_p";"Conjoint_2019_p";"Enfants_2019_p";"Femmes_2019_p";"Hommes_2019_p";"Respo_2019_p";"Non_respo_2019_p";"Index_2019";"Tps_adh_E_par_L_2019";"Tps_adh_P_par_L_2019";"Nb_pers_2020";"Nb_fam_2020";"Base_2020";"Option_2020_p";"Actifs_2020_p";"Non_actifs_2020_p";"Portabilite_2020_p";"Asspri_2020_p";"Conjoint_2020_p";"Enfants_2020_p";"Femmes_2020_p";"Hommes_2020_p";"Respo_2020_p";"Non_respo_2020_p";"Index_2020";"Tps_adh_E_par_L_2020";"Tps_adh_P_par_L_2020";"Nego_2020";"Nb_pers_2021";"Nb_fam_2021";"Base_2021";"Option_2021_p";"Actifs_2021_p";"Non_actifs_2021_p";"Portabilite_2021_p";"Asspri_2021_p";"Conjoint_2021_p";"Enfants_2021_p";"Femmes_2021_p";"Hommes_2021_p";"Respo_2021_p";"Non_respo_2021_p";"Index_2021";"Tps_adh_E_par_L_2021";"Tps_adh_P_par_L_2021";"Nego_2021";"Nb_pers_2022";"Nb_fam_2022";"Base_2022";"Option_2022_p";"Actifs_2022_p";"Non_actifs_2022_p";"Portabilite_2022_p";"Asspri_2022_p";"Conjoint_2022_p";"Enfants_2022_p";"Femmes_2022_p";"Hommes_2022_p";"Respo_2022_p";"Non_respo_2022_p";"Index_2022";"Index_2023";"Tps_adh_E_par_L_2022";"Tps_adh_P_par_L_2022";"Nego_2022";"VIP"
"919";"2790Z";"11";"ER11";"3";"2041";6;3;6;0;100;0;0;50;16.67;33.33;33.33;66.67;100;0;NA;11;5.1;6;3;6;0;100;0;0;50;16.67;33.33;33.33;66.67;100;0;NA;12;6.1;6;3;6;0;100;0;0;50;16.67;33.33;33.33;66.67;100;0;NA;13;7.1;FALSE;6;3;6;0;100;0;0;50;16.67;33.33;33.33;66.67;100;0;NA;14;8.1;FALSE;6;3;6;0;100;0;0;50;16.67;33.33;33.33;66.67;100;0;NA;NA;15;9.1;FALSE;FALSE
"92";"4332B";"66";"ER66";"17";"319";2;2;2;0;100;0;0;100;0;0;0;100;100;0;NA;18.1;11.8;2;2;2;0;100;0;0;100;0;0;0;100;100;0;NA;19.1;12.8;2;2;2;0;100;0;0;100;0;0;0;100;100;0;NA;20.1;13.8;FALSE;2;2;2;0;100;0;0;100;0;0;0;100;100;0;NA;21.1;14.8;FALSE;2;2;2;0;100;0;0;100;0;0;0;100;100;0;NA;NA;22.1;15.8;FALSE;FALSE
"920";NA;"19";"ERCAC";"5";"2046";48;20;48;0;95;5;0;41.67;27.08;31.25;50;50;100;0;NA;4;3.6;43;19;43;0;94.74;5.26;0;44.19;25.58;30.23;48.84;51.16;100;0;NA;5;4.4;40;19;40;0;94.74;0;5.26;47.5;27.5;25;45;55;100;0;NA;1;5.1;FALSE;44;21;44;0;95.24;0;4.76;47.73;25;27.27;43.18;56.82;100;0;NA;2;5.4;FALSE;34;18;34;0;100;0;0;52.94;20.59;26.47;38.24;61.76;100;0;NA;NA;8;5.2;FALSE;FALSE
"921";"4519Z";"12";"ERCAC";"111";"2080";204;108;204;0;91.43;5.71;2.86;51.47;16.67;31.86;35.78;64.22;100;0;NA;3;2.5;189;107;189;0;91.43;5.71;2.86;55.56;15.34;29.1;32.28;67.72;100;0;NA;4;3.2;190;105;190;0;90.29;7.77;1.94;54.21;14.74;31.05;34.74;65.26;100;0;NA;5;3.8;FALSE;197;108;197;0;89.81;7.41;2.78;54.82;17.26;27.92;36.55;63.45;100;0;NA;6;4.4;FALSE;188;103;188;0;90.29;6.8;2.91;54.79;18.09;27.13;38.3;61.7;100;0;NA;NA;7;4.9;FALSE;TRUE
"922";"9499Z";NA;"ERCAC";"5";"2177";49;30;49;0;76.67;10;13.33;61.22;12.24;26.53;69.39;30.61;100;0;NA;3;2.2;57;34;57;0;76.47;8.82;14.71;59.65;10.53;29.82;71.93;28.07;100;0;NA;4;2.6;50;32;50;0;87.5;9.38;3.12;64;10;26;70;30;100;0;NA;5;3.4;FALSE;65;44;65;0;90.91;4.55;4.55;67.69;12.31;20;69.23;30.77;100;0;NA;6;3.2;FALSE;68;46;68;0;84.78;4.35;10.87;67.65;10.29;22.06;73.53;26.47;100;0;NA;NA;7;3.8;FALSE;FALSE
"923";"4771Z";"12";"ERCAC";"112";"2185";55;40;55;0;84.62;2.56;12.82;70.91;9.09;20;76.36;23.64;100;0;NA;1.6;1.4;52;37;52;0;81.08;2.7;16.22;71.15;9.62;19.23;78.85;21.15;100;0;NA;2.7;2.1;57;44;57;0;90.7;4.65;4.65;75.44;10.53;14.04;77.19;22.81;100;0;NA;3.1;2.6;FALSE;67;53;67;0;94.12;3.92;1.96;76.12;11.94;11.94;77.61;22.39;100;0;NA;3.5;3;FALSE;74;57;74;0;94.55;3.64;1.82;74.32;10.81;14.86;77.03;22.97;100;0;NA;NA;4;3.5;FALSE;FALSE
"924";"4941B";NA;"ER11";"3";"2191";7;2;7;0;100;0;0;28.57;28.57;42.86;57.14;42.86;100;0;NA;10.9;9.8;5;1;5;0;100;0;0;20;20;60;60;40;100;0;NA;11.9;10.4;5;1;5;0;100;0;0;20;20;60;60;40;100;0;NA;12.9;11.4;FALSE;5;1;5;0;100;0;0;20;20;60;60;40;100;0;NA;13.9;12.4;FALSE;3;1;3;0;100;0;0;33.33;33.33;33.33;33.33;66.67;100;0;NA;NA;14.9;12.5;FALSE;FALSE
"925";"8891A";"34";"ERCAC";"113";"2193";47;29;47;0;93.1;0;6.9;61.7;4.26;34.04;76.6;23.4;100;0;NA;2.6;1.4;193;109;193;0;91.67;1.85;6.48;55.96;10.36;33.68;70.98;29.02;100;0;NA;2.7;1.3;216;121;216;0;89.92;1.68;8.4;55.09;8.8;36.11;69.91;30.09;100;0;NA;3.6;2;FALSE;218;116;218;0;91.23;2.63;6.14;52.29;7.8;39.91;70.64;29.36;100;0;NA;4.5;2.8;FALSE;228;128;228;0;92.91;2.36;4.72;55.7;5.7;38.6;72.81;27.19;100;0;NA;NA;5.3;2.8;FALSE;FALSE
"926";"9601A";NA;"ERCAC";"5";"2206";2;2;2;0;0;100;0;100;0;0;50;50;100;0;NA;1;3.1;2;2;2;0;0;100;0;100;0;0;50;50;100;0;NA;2;4.1;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;3;5.1;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;4;6.1;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;NA;5;7.1;FALSE;FALSE
"927";"7022Z";"11";"ER11";"3";"2227";16;4;16;0;100;0;0;25;18.75;56.25;50;50;100;0;NA;10.8;8.4;17;5;17;0;100;0;0;29.41;17.65;52.94;47.06;52.94;100;0;NA;11.8;8.9;17;5;17;0;100;0;0;29.41;17.65;52.94;47.06;52.94;100;0;NA;12.8;9.9;FALSE;18;6;18;0;100;0;0;33.33;16.67;50;44.44;55.56;100;0;NA;13.8;10.3;FALSE;17;5;17;0;100;0;0;29.41;17.65;52.94;47.06;52.94;100;0;NA;NA;14.8;11.9;FALSE;FALSE
"928";"9312Z";"24";"ERCAC";"114";"2317";48;35;48;0;94.12;0;5.88;70.83;6.25;22.92;33.33;66.67;100;0;NA;2.1;1.6;64;43;64;0;97.62;0;2.38;65.62;10.94;23.44;37.5;62.5;100;0;NA;3.3;2.1;440;246;440;0;86.83;0.41;12.76;55.23;15.91;28.86;40.91;59.09;100;0;NA;1.6;1.3;FALSE;533;318;533;0;91.64;0.32;8.04;58.35;13.88;27.77;40.9;59.1;100;0;NA;2.3;1.7;FALSE;519;298;519;0;94.56;0.34;5.1;56.65;14.26;29.09;40.46;59.54;100;0;NA;NA;3.3;2.4;FALSE;FALSE
"929";"6512Z";"66";"ERCAC";"32";"642";495;335;495;0;90.3;0.91;8.79;66.67;6.26;27.07;74.95;25.05;100;0;NA;1;0.9;484;334;484;0;92.33;0.61;7.06;67.36;5.58;27.07;75.83;24.17;100;0;NA;2;1.6;446;304;446;0;94.3;0.67;5.03;66.82;5.16;28.03;76.23;23.77;100;0;NA;3;2.3;FALSE;452;304;452;0;97.34;0.66;1.99;66.59;6.42;26.99;74.78;25.22;100;0;NA;4;2.9;FALSE;400;278;400;0;97.46;0.72;1.81;69;5.75;25.25;75;25;100;0;NA;NA;5;3.2;FALSE;TRUE
"93";NA;NA;"ER66";"17";"323";2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;11;11;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;12;12;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;13;13;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;14;14;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;NA;15;15;FALSE;FALSE
"930";NA;NA;"ER66";"3";"2255";2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;10.7;9.4;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;11.7;10.4;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;12.7;11.4;FALSE;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;13.7;12.4;FALSE;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;NA;14.7;13.4;FALSE;FALSE
"931";"5510Z";NA;"ER66";"3";"2261";2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;10.4;10.4;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;11.4;11.4;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;12.4;12.4;FALSE;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;13.4;13.4;FALSE;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;NA;14.4;14.4;FALSE;FALSE
"932";"4631Z";NA;"ERCAC";"5";"2263";132;59;132;0;91.07;1.79;7.14;42.42;20.45;37.12;50;50;100;0;NA;3;1.5;117;56;117;0;83.33;1.85;14.81;46.15;20.51;33.33;55.56;44.44;100;0;NA;4;1.8;97;42;97;0;88.1;0;11.9;43.3;21.65;35.05;55.67;44.33;100;0;NA;5;2.7;TRUE;99;47;99;0;80.85;0;19.15;47.47;24.24;28.28;50.51;49.49;100;0;NA;6;2;FALSE;95;47;95;0;80.85;0;19.15;49.47;25.26;25.26;54.74;45.26;100;0;NA;NA;7;2.3;FALSE;TRUE
