"Lien_E";"Code_ape";"Departement";"Regroup1";"Regroup4";"Produit_max";"Nb_pers_2018";"Nb_fam_2018";"Base_2018";"Option_2018_p";"Actifs_2018_p";"Non_actifs_2018_p";"Portabilite_2018_p";"Asspri_2018_p";"Conjoint_2018_p";"Enfants_2018_p";"Femmes_2018_p";"Hommes_2018_p";"Respo_2018_p";"Non_respo_2018_p";"Index_2018";"Tps_adh_E_par_L_2018";"Tps_adh_P_par_L_2018";"Nb_pers_2019";"Nb_fam_2019";"Base_2019";"Option_2019_p";"Actifs_2019_p";"Non_actifs_2019_p";"Portabilite_2019_p";"Asspri_2019_p";"Conjoint_2019_p";"Enfants_2019_p";"Femmes_2019_p";"Hommes_2019_p";"Respo_2019_p";"Non_respo_2019_p";"Index_2019";"Tps_adh_E_par_L_2019";"Tps_adh_P_par_L_2019";"Nb_pers_2020";"Nb_fam_2020";"Base_2020";"Option_2020_p";"Actifs_2020_p";"Non_actifs_2020_p";"Portabilite_2020_p";"Asspri_2020_p";"Conjoint_2020_p";"Enfants_2020_p";"Femmes_2020_p";"Hommes_2020_p";"Respo_2020_p";"Non_respo_2020_p";"Index_2020";"Tps_adh_E_par_L_2020";"Tps_adh_P_par_L_2020";"Nego_2020";"Nb_pers_2021";"Nb_fam_2021";"Base_2021";"Option_2021_p";"Actifs_2021_p";"Non_actifs_2021_p";"Portabilite_2021_p";"Asspri_2021_p";"Conjoint_2021_p";"Enfants_2021_p";"Femmes_2021_p";"Hommes_2021_p";"Respo_2021_p";"Non_respo_2021_p";"Index_2021";"Tps_adh_E_par_L_2021";"Tps_adh_P_par_L_2021";"Nego_2021";"Nb_pers_2022";"Nb_fam_2022";"Base_2022";"Option_2022_p";"Actifs_2022_p";"Non_actifs_2022_p";"Portabilite_2022_p";"Asspri_2022_p";"Conjoint_2022_p";"Enfants_2022_p";"Femmes_2022_p";"Hommes_2022_p";"Respo_2022_p";"Non_respo_2022_p";"Index_2022";"Index_2023";"Tps_adh_E_par_L_2022";"Tps_adh_P_par_L_2022";"Nego_2022";"VIP"
"273";"7830Z";NA;"ERCAC";"27";"704";4;3;4;0;0;100;0;75;25;0;50;50;100;0;NA;1.5;1.6;3;3;3;0;0;100;0;100;0;0;33.33;66.67;100;0;NA;2.5;1.2;3;3;3;0;0;100;0;100;0;0;33.33;66.67;100;0;NA;3.5;2.2;FALSE;3;3;3;0;0;100;0;100;0;0;33.33;66.67;100;0;NA;4.5;3.2;FALSE;3;3;3;0;0;100;0;100;0;0;33.33;66.67;100;0;NA;NA;5.5;4.2;FALSE;FALSE
"274";"9499Z";NA;"ERCAC";"27";"705";5;4;5;0;0;100;0;80;20;0;80;20;0;100;NA;7.7;6.2;5;4;5;0;0;100;0;80;20;0;80;20;0;100;NA;8.7;7.2;3;3;3;0;0;100;0;100;0;0;100;0;0;100;NA;9.7;8;FALSE;3;3;3;0;0;100;0;100;0;0;100;0;0;100;NA;10.7;9;FALSE;3;3;3;0;0;100;0;100;0;0;100;0;0;100;NA;NA;11.7;10;FALSE;FALSE
"275";"7112B";"31";"ERCAC";"38";"707";284;154;284;0;90.54;0;9.46;52.11;17.25;30.63;40.14;59.86;100;0;0.02;3;2.2;299;148;299;0;90.21;0;9.79;47.83;18.39;33.78;42.47;57.53;100;0;0;4;2.7;298;133;298;0;89.31;0.76;9.92;43.96;20.13;35.91;44.97;55.03;100;0;0;5;3.4;FALSE;280;119;280;0;92.37;0.85;6.78;42.14;20.71;37.14;45.36;54.64;100;0;0;6;4.2;FALSE;259;111;259;0;98.2;0.9;0.9;42.86;19.31;37.84;44.79;55.21;100;0;0.03;0.14;7;4.5;FALSE;TRUE
"277";"4662Z";"49";"ERCAC";"27";"714";18;7;18;0;71.43;14.29;14.29;38.89;27.78;33.33;50;50;100;0;NA;5.8;1.4;15;5;15;0;60;20;20;33.33;26.67;40;53.33;46.67;100;0;NA;6.8;2.4;15;5;15;0;80;20;0;33.33;20;46.67;53.33;46.67;100;0;NA;7.8;2.9;FALSE;18;7;18;0;85.71;14.29;0;38.89;16.67;44.44;50;50;100;0;NA;8.8;3.4;FALSE;15;6;15;0;83.33;16.67;0;40;20;40;53.33;46.67;100;0;NA;NA;9.8;4.6;FALSE;FALSE
"278";"4322B";NA;"ERCAC";"27";"718";15;5;15;0;100;0;0;33.33;33.33;33.33;46.67;53.33;100;0;NA;7.8;5.8;16;6;16;0;100;0;0;37.5;31.25;31.25;43.75;56.25;100;0;NA;8.8;6;17;6;17;0;100;0;0;35.29;29.41;35.29;41.18;58.82;100;0;NA;9.8;6.6;FALSE;15;5;15;0;100;0;0;33.33;26.67;40;40;60;100;0;NA;10.8;7.2;FALSE;15;5;15;0;100;0;0;33.33;26.67;40;40;60;100;0;NA;NA;11.8;8.2;FALSE;FALSE
"279";"6420Z";NA;"ERCAC";"27";"730";24;9;24;0;55.56;44.44;0;37.5;29.17;33.33;50;50;100;0;NA;3.1;4.2;23;9;23;0;55.56;44.44;0;39.13;30.43;30.43;47.83;52.17;100;0;NA;4.1;5.3;21;10;21;0;60;40;0;47.62;33.33;19.05;52.38;47.62;100;0;NA;5.1;5.9;FALSE;20;10;20;0;60;40;0;50;35;15;50;50;100;0;NA;6.2;6.8;FALSE;20;10;20;0;60;40;0;50;35;15;50;50;100;0;NA;NA;7.2;7.8;FALSE;FALSE
"28";"2441Z";"11";"ER11";"2";"36";34;27;34;0;0;100;0;79.41;20.59;0;41.18;58.82;0;100;NA;27;12.5;33;27;33;0;0;100;0;81.82;18.18;0;39.39;60.61;0;100;NA;28;13.4;33;28;33;0;0;100;0;84.85;15.15;0;39.39;60.61;0;100;NA;29;13.5;FALSE;31;26;31;0;0;100;0;83.87;16.13;0;41.94;58.06;0;100;NA;30;14.3;FALSE;29;24;29;0;0;100;0;82.76;17.24;0;41.38;58.62;0;100;NA;NA;31;15.3;FALSE;FALSE
"280";"2562B";NA;"ERCAC";"27";"722";3;2;3;0;0;100;0;66.67;33.33;0;33.33;66.67;0;100;NA;5;4.9;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;6;5.8;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;7;6.8;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;8;7.8;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;NA;9;8.8;FALSE;FALSE
"281";"8610Z";NA;"ERCAC";"27";"726";2;2;2;0;0;100;0;100;0;0;50;50;0;100;NA;7;5.6;2;2;2;0;0;100;0;100;0;0;50;50;0;100;NA;8;6.6;2;2;2;0;0;100;0;100;0;0;50;50;0;100;NA;9;7.6;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;10;8.5;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;NA;11;9.5;FALSE;FALSE
"282";"8810A";"19";"ERCAC";"39";"727";1445;1037;1288;10.87;80.66;8.87;10.47;64.78;9.2;26.02;75.02;24.98;100;0;NA;6.2;3.3;1439;1040;1269;11.81;82.7;8.7;8.6;65.46;8.9;25.64;75.26;24.74;100;0;0;7.3;3.7;1320;980;1161;12.05;84.07;9.9;6.03;66.59;8.56;24.85;75.53;24.47;100;0;0;8.3;4.2;FALSE;2133;1480;1957;8.25;84.78;11.54;3.69;68.68;8.11;23.21;76.7;23.3;99.95;0.05;NA;9.1;3.1;FALSE;2088;1451;1883;9.82;85.34;12.3;2.36;68.92;8;23.08;76.96;23.04;99.95;0.05;NA;0;10;3.5;FALSE;FALSE
"283";"4941B";NA;"ERCAC";"27";"736";5;4;5;0;0;100;0;80;20;0;20;80;0;100;NA;5.2;4.1;5;4;5;0;0;100;0;80;20;0;20;80;0;100;NA;6.2;5.1;5;4;5;0;0;100;0;80;20;0;20;80;0;100;NA;7.2;6.1;FALSE;4;3;4;0;0;100;0;75;25;0;25;75;0;100;NA;8.2;7.3;FALSE;4;3;4;0;0;100;0;75;25;0;25;75;0;100;NA;NA;9.2;8.3;FALSE;FALSE
"284";NA;"12";"ERCAC";"27";"743";103;62;103;0;100;0;0;60.19;38.83;0.97;45.63;54.37;100;0;NA;5;4.6;103;61;103;0;100;0;0;59.22;39.81;0.97;45.63;54.37;100;0;NA;6;5.5;101;61;101;0;100;0;0;60.4;38.61;0.99;45.54;54.46;100;0;NA;7;6.5;FALSE;98;61;98;0;100;0;0;62.24;37.76;0;45.92;54.08;100;0;NA;8;7.4;FALSE;93;59;93;0;100;0;0;63.44;36.56;0;45.16;54.84;100;0;NA;NA;9;8.4;FALSE;FALSE
"285";NA;"12";"ERCAC";"27";"746";370;142;370;0;82.48;11.68;5.84;37.03;24.32;38.65;47.3;52.7;100;0;0.04;4;3.7;385;153;385;0;84;10.67;5.33;38.96;23.38;37.66;48.05;51.95;100;0;0;5;4.2;399;161;399;0;86.08;8.86;5.06;39.6;22.81;37.59;47.37;52.63;100;0;NA;6;4.6;FALSE;424;174;424;0;89.53;7.56;2.91;40.57;24.76;34.67;46.46;53.54;100;0;NA;7;5;FALSE;461;181;461;0;91.11;7.22;1.67;39.05;24.73;36.23;47.29;52.71;100;0;NA;0.08;8;5.2;FALSE;TRUE
"286";"8810A";NA;"ERCAC";"27";"747";1010;701;1010;0;86.98;7.38;5.64;68.42;10.1;21.49;77.03;22.97;100;0;0.02;4.8;3.5;1205;791;1205;0;90.29;6.9;2.81;64.98;10.54;24.48;74.85;25.15;100;0;0;5.8;3.7;1241;805;1241;0;92.77;6.22;1.02;63.5;9.83;26.67;74.62;25.38;100;0;NA;6.8;3.9;FALSE;1238;836;1238;0;92.7;6.2;1.09;66.4;9.69;23.91;74.88;25.12;100;0;NA;7.8;4.4;FALSE;1230;815;1230;0;92.39;6.48;1.12;65.2;10.24;24.55;73.01;26.99;100;0;NA;0.125;8.8;5;FALSE;TRUE
"287";"4651Z";NA;"ERCAC";"27";"749";9;5;9;0;0;100;0;55.56;33.33;11.11;55.56;44.44;0;100;NA;5;3;4;3;4;0;0;100;0;75;25;0;50;50;0;100;NA;6;4.1;4;3;4;0;0;100;0;75;25;0;50;50;0;100;NA;7;5.1;FALSE;4;3;4;0;0;100;0;75;25;0;50;50;0;100;NA;8;6.1;FALSE;4;3;4;0;0;100;0;75;25;0;50;50;0;100;NA;NA;9;7.1;FALSE;FALSE
"288";NA;"12";"ERCAC";"27";"754";14;12;14;0;100;0;0;85.71;14.29;0;71.43;28.57;100;0;NA;28.8;26.8;14;12;14;0;100;0;0;85.71;14.29;0;71.43;28.57;100;0;NA;29.8;27.8;14;12;14;0;100;0;0;85.71;14.29;0;71.43;28.57;100;0;NA;30.8;28.8;FALSE;13;11;13;0;100;0;0;84.62;15.38;0;69.23;30.77;100;0;NA;31.8;30.5;FALSE;13;11;13;0;100;0;0;84.62;15.38;0;69.23;30.77;100;0;NA;NA;32.8;31.5;FALSE;FALSE
"289";NA;NA;"ERCAC";"27";"757";279;190;279;0;0;100;0;68.1;31.9;0;58.78;41.22;100;0;0.03;7;6.9;267;186;267;0;0;100;0;69.66;30.34;0;60.67;39.33;100;0;0;8;7.9;247;176;247;0;0;100;0;71.26;28.74;0;60.73;39.27;100;0;0;9;8.9;FALSE;236;168;236;0;0;100;0;71.19;28.81;0;60.59;39.41;100;0;0;10;9.9;FALSE;216;158;216;0;0;100;0;73.15;26.85;0;60.65;39.35;100;0;NA;0.1;11;10.9;FALSE;FALSE
"29";"8621Z";"11";"ER11";"2";"37";2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;12.5;12.5;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;13.5;13.5;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;14.5;14.5;FALSE;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;15.5;15.5;FALSE;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;NA;16.5;16.5;FALSE;FALSE
"290";NA;"48";"ERCAC";"27";"759";17;15;17;0;100;0;0;88.24;11.76;0;41.18;58.82;100;0;NA;21;9.9;15;14;15;0;100;0;0;93.33;6.67;0;40;60;100;0;NA;22;11.2;12;11;12;0;100;0;0;91.67;8.33;0;41.67;58.33;100;0;NA;23;12.6;FALSE;9;9;9;0;100;0;0;100;0;0;44.44;55.56;100;0;NA;24;12.3;FALSE;7;7;7;0;100;0;0;100;0;0;42.86;57.14;100;0;NA;NA;25;13.9;FALSE;FALSE
"291";NA;"12";"ERCAC";"27";"760";66;39;66;0;100;0;0;59.09;21.21;19.7;37.88;62.12;100;0;NA;5;10.3;55;33;55;0;100;0;0;60;23.64;16.36;40;60;100;0;NA;6;11.9;53;32;53;0;100;0;0;60.38;24.53;15.09;39.62;60.38;100;0;NA;7;13;FALSE;52;32;52;0;100;0;0;61.54;25;13.46;38.46;61.54;100;0;NA;8;14.1;FALSE;46;30;46;0;100;0;0;65.22;28.26;6.52;41.3;58.7;100;0;NA;NA;9;14.8;FALSE;FALSE
"292";NA;"48";"ERCAC";"27";"762";1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;16.3;16.3;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;17.3;17.3;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;18.3;18.3;FALSE;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;19.3;19.3;FALSE;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;NA;20.3;20.3;FALSE;FALSE
"293";"6920Z";NA;"ERCAC";"5";"550";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;100;100;0;0;100;0;100;0;NA;1;0.4;2;2;2;0;0;0;100;100;0;0;100;0;100;0;NA;2;1.4;FALSE;1;1;1;0;0;0;100;100;0;0;100;0;100;0;NA;3;0.3;FALSE;1;1;1;0;0;0;100;100;0;0;100;0;100;0;NA;NA;4;1.3;FALSE;FALSE
"294";"6920Z";"75";"ERCAC";"5";"763";52;36;52;0;100;0;0;69.23;3.85;26.92;59.62;40.38;100;0;NA;3;2.1;62;41;62;0;97.56;2.44;0;66.13;3.23;30.65;61.29;38.71;100;0;NA;4;2.5;70;45;70;0;97.78;2.22;0;64.29;4.29;31.43;64.29;35.71;100;0;NA;5;2.8;FALSE;69;43;69;0;97.67;2.33;0;62.32;5.8;31.88;65.22;34.78;100;0;NA;6;3.6;FALSE;74;43;74;0;100;0;0;58.11;5.41;36.49;68.92;31.08;100;0;NA;NA;7;4.1;FALSE;FALSE
"295";NA;"12";"ERCAC";"27";"767";3;2;3;0;100;0;0;66.67;33.33;0;33.33;66.67;100;0;NA;5;3.7;3;2;3;0;100;0;0;66.67;33.33;0;33.33;66.67;100;0;NA;6;4.7;3;2;3;0;100;0;0;66.67;33.33;0;33.33;66.67;100;0;NA;7;5.8;FALSE;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;8;4.3;FALSE;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;NA;9;5.3;FALSE;FALSE
"296";NA;"12";"ERCAC";"27";"768";15;10;15;0;100;0;0;66.67;6.67;26.67;60;40;100;0;NA;28;14.7;5;4;5;0;100;0;0;80;20;0;60;40;100;0;NA;29;13.7;5;4;5;0;100;0;0;80;20;0;60;40;100;0;NA;30;14.7;FALSE;4;3;4;0;100;0;0;75;25;0;75;25;100;0;NA;31;16.6;FALSE;4;3;4;0;100;0;0;75;25;0;75;25;100;0;NA;NA;32;17.6;FALSE;FALSE
"297";NA;NA;"ERCAC";"27";"770";11;6;11;0;0;100;0;54.55;36.36;9.09;54.55;45.45;100;0;NA;5;2.4;14;8;14;0;0;100;0;57.14;35.71;7.14;50;50;100;0;NA;6;2.6;12;8;12;0;0;100;0;66.67;33.33;0;58.33;41.67;100;0;NA;7;4;FALSE;12;8;12;0;0;100;0;66.67;33.33;0;58.33;41.67;100;0;NA;8;5;FALSE;12;8;12;0;0;100;0;66.67;33.33;0;58.33;41.67;100;0;NA;NA;9;6;FALSE;FALSE
"299";NA;"12";"ERCAC";"27";"770";207;119;207;0;100;0;0;57;18.84;24.15;55.07;44.93;100;0;NA;6;5.5;205;121;205;0;100;0;0;59.02;18.54;22.44;56.1;43.9;100;0;NA;7;6.3;192;118;192;0;100;0;0;61.46;18.75;19.79;55.73;44.27;100;0;NA;8;7.4;FALSE;186;115;186;0;100;0;0;61.83;19.89;18.28;55.38;44.62;100;0;NA;9;8.4;FALSE;180;114;180;0;100;0;0;63.33;21.11;15.56;56.11;43.89;100;0;NA;NA;10;9.3;FALSE;FALSE
"3";"8610Z";"11";"ER11";"2";"3";735;423;735;0;100;0;0;57.55;15.37;27.07;55.65;44.35;100;0;0.041;11.9;10.6;624;367;624;0;100;0;0;58.81;15.71;25.48;56.09;43.91;100;0;0;12.9;11.4;550;330;550;0;100;0;0;60;14.91;25.09;56.18;43.82;100;0;0.015;13.9;12.4;FALSE;477;299;477;0;100;0;0;62.68;14.47;22.85;58.07;41.93;100;0;0.01;14.9;13.4;FALSE;420;267;420;0;100;0;0;63.57;14.05;22.38;57.86;42.14;100;0;0.015;0.05;15.9;14.4;FALSE;FALSE
"30";NA;NA;"ER11";"3";"38";2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;7;6.8;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;8;7.8;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;9;8.8;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;10;9.8;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;NA;11;10.8;FALSE;FALSE
"300";NA;NA;"ERCAC";"27";"771";1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;23.3;23.3;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;24.3;24.3;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;25.3;25.3;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;26.3;26.3;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;NA;27.3;27.3;FALSE;FALSE
"301";NA;NA;"ERCAC";"27";"772";8;6;8;0;0;100;0;75;25;0;75;25;0;100;NA;23.4;22.2;8;6;8;0;0;100;0;75;25;0;75;25;0;100;NA;24.4;23.2;7;5;7;0;0;100;0;71.43;28.57;0;71.43;28.57;0;100;NA;25.4;24.5;FALSE;7;5;7;0;0;100;0;71.43;28.57;0;71.43;28.57;0;100;NA;26.4;25.5;FALSE;4;4;4;0;0;100;0;100;0;0;75;25;0;100;NA;NA;27.5;26.3;FALSE;FALSE
"302";NA;"12";"ERCAC";"27";"774";16;12;16;0;100;0;0;75;12.5;12.5;62.5;37.5;100;0;NA;22.3;18.6;16;12;16;0;100;0;0;75;12.5;12.5;62.5;37.5;100;0;NA;23.3;19.6;15;12;15;0;100;0;0;80;13.33;6.67;60;40;100;0;NA;24.3;20.8;FALSE;13;10;13;0;100;0;0;76.92;15.38;7.69;61.54;38.46;100;0;NA;25.3;21.3;FALSE;11;8;11;0;100;0;0;72.73;18.18;9.09;63.64;36.36;100;0;NA;NA;26.3;22.3;FALSE;FALSE
"303";NA;"12";"ERCAC";"27";"778";166;77;166;0;94.81;5.19;0;46.39;22.29;31.33;50.6;49.4;100;0;NA;5;4.6;175;83;175;0;95.18;4.82;0;47.43;21.71;30.86;50.29;49.71;100;0;NA;6;5.1;178;81;178;0;95.06;4.94;0;45.51;22.47;32.02;51.12;48.88;100;0;NA;7;5.9;FALSE;184;81;184;0;95;5;0;43.48;22.83;33.7;52.17;47.83;100;0;NA;8;6.3;FALSE;177;78;177;0;94.87;5.13;0;44.07;23.16;32.77;52.54;47.46;100;0;NA;NA;9;7.1;FALSE;FALSE
"304";"8710A";"12";"ERCAC";"27";"781";2;2;2;0;100;0;0;100;0;0;100;0;100;0;NA;8;8;2;2;2;0;100;0;0;100;0;0;100;0;100;0;NA;9;9;2;2;2;0;100;0;0;100;0;0;100;0;100;0;NA;10;10;FALSE;2;2;2;0;100;0;0;100;0;0;100;0;100;0;NA;11;11;FALSE;2;2;2;0;100;0;0;100;0;0;100;0;100;0;NA;NA;12;12;FALSE;FALSE
"305";NA;"12";"ERCAC";"27";"782";229;181;229;0;100;0;0;79.04;14.85;6.11;48.47;51.53;100;0;NA;10;9.7;219;171;219;0;100;0;0;78.08;15.53;6.39;49.32;50.68;100;0;NA;11;10.7;209;168;209;0;100;0;0;80.38;14.83;4.78;49.76;50.24;100;0;NA;12;11.7;FALSE;196;161;196;0;100;0;0;82.14;13.78;4.08;49.49;50.51;100;0;NA;13;12.7;FALSE;189;157;189;0;100;0;0;83.07;13.76;3.17;49.21;50.79;100;0;NA;NA;14;13.6;FALSE;FALSE
"306";"4120A";NA;"ERCAC";"27";"785";2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;5.6;5.6;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;6.6;6.6;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;7.6;7.6;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;8.6;8.6;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;NA;9.6;9.6;FALSE;FALSE
"307";"8899B";"12";"ERCAC";"27";"791";103;101;103;0;100;0;0;98.06;0;1.94;42.72;57.28;100;0;NA;13.3;6.2;103;101;103;0;100;0;0;98.06;0;1.94;42.72;57.28;100;0;NA;14.3;7;101;99;101;0;100;0;0;98.02;0;1.98;44.55;55.45;100;0;NA;15.3;8;FALSE;98;96;98;0;100;0;0;97.96;0;2.04;44.9;55.1;100;0;NA;16.3;8.9;FALSE;91;89;91;0;100;0;0;97.8;0;2.2;43.96;56.04;100;0;NA;NA;17.4;9.6;FALSE;FALSE
"31";"8690A";NA;"ER11";"3";"40";2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;6.4;11.5;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;7.4;12.5;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;8.4;13.5;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;9.4;14.5;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;NA;10.4;15.5;FALSE;FALSE
"310";"8899B";"12";"ERCAC";"27";"796";102;100;102;0;100;0;0;98.04;0.98;0.98;43.14;56.86;100;0;NA;12.7;7;81;81;81;0;100;0;0;100;0;0;43.21;56.79;100;0;NA;14.1;8.1;72;72;72;0;100;0;0;100;0;0;40.28;59.72;100;0;NA;15.2;9.1;FALSE;71;71;71;0;100;0;0;100;0;0;40.85;59.15;100;0;NA;16;9.2;FALSE;62;62;62;0;100;0;0;100;0;0;40.32;59.68;100;0;NA;NA;17;10.2;FALSE;FALSE
"312";"8899B";"12";"ERCAC";"27";"798";62;59;62;0;100;0;0;93.55;3.23;3.23;43.55;56.45;100;0;NA;13.3;7.3;52;50;52;0;100;0;0;94.23;3.85;1.92;44.23;55.77;100;0;NA;14.3;8.3;45;44;45;0;100;0;0;95.56;2.22;2.22;46.67;53.33;100;0;NA;15.3;9.3;FALSE;46;45;46;0;100;0;0;97.83;2.17;0;45.65;54.35;100;0;NA;16;8.6;FALSE;35;35;35;0;100;0;0;100;0;0;51.43;48.57;100;0;NA;NA;17.5;14.8;FALSE;FALSE
"315";"2932Z";"12";"ERCAC";"40";"804";41;27;41;0;0;100;0;65.85;31.71;2.44;51.22;48.78;0;100;NA;7.8;5.5;13;9;13;0;0;100;0;69.23;30.77;0;69.23;30.77;0;100;NA;8.8;7.4;8;6;8;0;0;100;0;75;25;0;75;25;0;100;NA;9.8;7.9;FALSE;8;6;8;0;0;100;0;75;25;0;75;25;0;100;NA;10.8;8.9;FALSE;8;6;8;0;0;100;0;75;25;0;75;25;0;100;NA;NA;11.8;9.9;FALSE;FALSE
"316";NA;NA;"ERCAC";"27";"807";2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;5.3;5.3;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;6.3;6.3;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;7.3;7.3;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;8.3;8.3;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;NA;9.3;9.3;FALSE;FALSE
"317";NA;NA;"ERCAC";"27";"808";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;100;0;100;0;0;0;100;100;0;NA;1;0.4;FALSE;2;2;2;0;0;100;0;100;0;0;0;100;100;0;NA;2;1.4;FALSE;2;2;2;0;0;100;0;100;0;0;0;100;100;0;NA;NA;3;2.4;FALSE;FALSE
"318";"8899B";"12";"ERCAC";"41";"811";30;23;30;0;90.91;0;9.09;73.33;6.67;20;46.67;53.33;100;0;NA;2;1.8;33;26;33;0;96;0;4;75.76;6.06;18.18;48.48;51.52;100;0;NA;3;2.4;31;25;31;0;95.83;0;4.17;77.42;6.45;16.13;48.39;51.61;100;0;NA;4;3.2;FALSE;30;25;30;0;100;0;0;76.67;3.33;20;50;50;100;0;NA;5;4;FALSE;33;26;33;0;100;0;0;75.76;3.03;21.21;51.52;48.48;100;0;NA;NA;6;4.2;FALSE;FALSE
"319";"7010Z";NA;"ERCAC";"27";"812";3;3;3;0;0;100;0;100;0;0;33.33;66.67;0;100;NA;6.9;1.9;3;3;3;0;0;100;0;100;0;0;33.33;66.67;0;100;NA;7.9;2.9;3;3;3;0;0;100;0;100;0;0;33.33;66.67;0;100;NA;8.9;3.9;FALSE;3;3;3;0;0;100;0;100;0;0;33.33;66.67;0;100;NA;9.9;4.9;FALSE;2;2;2;0;0;100;0;100;0;0;50;50;0;100;NA;NA;10.9;5.9;FALSE;FALSE
"32";"8690A";"11";"ERCAC";"7";"41";531;329;325;38.79;87.58;4.66;7.76;60.64;12.99;26.37;45.01;54.99;100;0;0;3.9;2.7;689;427;419;39.19;86.46;5.23;8.31;61.1;11.9;27;42.24;57.76;100;0;0;4;2.9;761;482;470;38.24;88.45;5.04;6.51;62.55;9.86;27.6;43.76;56.24;100;0;0;4.5;3.2;FALSE;937;580;555;40.77;90.07;4.53;5.4;61.26;9.82;28.92;43.22;56.78;100;0;NA;5;3.5;FALSE;1041;648;640;38.52;93.47;3.89;2.64;61.77;10.28;27.95;43.71;56.29;100;0;0;0;5.5;3.8;FALSE;FALSE
"320";"7010Z";NA;"ERCAC";"27";"813";1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;4.8;4;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;5.8;5;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;6.8;6;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;7.8;7;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;NA;8.8;8;FALSE;FALSE
"321";"7010Z";NA;"ERCAC";"27";"814";7;6;7;0;0;100;0;85.71;14.29;0;71.43;28.57;0;100;NA;8.9;5.4;5;4;5;0;0;100;0;80;20;0;60;40;0;100;NA;9.9;5.5;5;4;5;0;0;100;0;80;20;0;60;40;0;100;NA;10.9;6.5;FALSE;4;4;4;0;0;100;0;100;0;0;50;50;0;100;NA;11.9;8;FALSE;4;4;4;0;0;100;0;100;0;0;50;50;0;100;NA;NA;12.9;9;FALSE;FALSE
